symbol,ltp,changepct,contribution
M&M,3182.2,3.7,24.57
ICICIBANK,1387.5,1.0,20.04
MARUTI,13745.0,3.62,15.15
HDFCBANK,796.3,0.39,11.91
INDIGO,5450.0,4.46,11.69
SBIN,1045.4,1.03,8.25
LT,4216.4,0.82,7.81
RELIANCE,1318.1,0.34,7.05
MAXHEALTH,1123.35,3.71,6.16
KOTAKBANK,409.0,0.75,4.64
TATACONSUM,1131.3,2.93,4.44
HINDUNILVR,2174.2,0.75,3.25
SHRIRAMFIN,1031.8,1.24,2.86
NESTLEIND,1402.6,1.43,2.65
DRREDDY,1350.5,1.64,2.49
BAJAJ-AUTO,9843.0,0.94,1.88
TMPV,353.2,0.99,1.67
ULTRACEMCO,11489.0,0.51,1.46
EICHERMOT,7598.0,0.34,0.65
JIOFIN,239.43,0.23,0.48
WIPRO,175.0,0.3,0.43
APOLLOHOSP,8592.0,0.22,0.33
CIPLA,1440.1,0.15,0.26
