symbol,ltp,changepct,contribution
ITC,325.8,5.03,42.52
BHARTIARTL,2038.4,2.31,28.49
KOTAKBANK,422.35,3.33,21.99
ICICIBANK,1406.1,0.69,14.77
HINDUNILVR,2424.2,2.96,13.69
RELIANCE,1450.8,0.51,11.3
BAJFINANCE,981.7,1.76,10.17
AXISBANK,1341.6,0.83,6.31
TITAN,4141.0,1.06,3.62
POWERGRID,292.75,1.18,3.12
BAJAJFINSV,2024.2,1.2,3.05
SHRIRAMFIN,1002.5,1.06,2.61
HINDALCO,942.55,0.76,1.93
LT,4068.1,0.12,1.22
M&M,3578.0,0.17,1.21
APOLLOHOSP,7152.5,0.43,0.7
TATACONSUM,1159.3,0.29,0.47
COALINDIA,432.8,0.22,0.41
NESTLEIND,1303.3,-0.02,-0.04
MAXHEALTH,1039.85,-0.09,-0.16
ONGC,268.95,-0.09,-0.19
CIPLA,1330.0,-0.25,-0.46
DRREDDY,1241.2,-0.3,-0.49
ADANIENT,2226.4,-0.46,-0.65
JSWSTEEL,1236.2,-0.29,-0.69
TRENT,4113.8,-0.42,-0.87
EICHERMOT,7177.5,-0.44,-0.89
TATASTEEL,197.06,-0.35,-1.11
ULTRACEMCO,12722.0,-0.4,-1.22
INDIGO,4909.4,-0.46,-1.29
JIOFIN,268.1,-0.69,-1.52
WIPRO,230.72,-1.14,-1.73
SUNPHARMA,1695.1,-0.44,-1.74
NTPC,365.05,-0.53,-1.78
MARUTI,14997.0,-0.41,-1.83
SBILIFE,1996.7,-1.05,-2.02
GRASIM,2836.9,-0.94,-2.15
TMPV,369.5,-1.24,-2.23
BEL,429.65,-0.75,-2.45
BAJAJ-AUTO,9518.5,-1.33,-2.84
ADANIPORTS,1550.7,-1.24,-2.96
TECHM,1619.9,-1.6,-3.21
ASIANPAINT,2401.1,-1.27,-3.59
HCLTECH,1593.7,-1.01,-3.71
HDFCLIFE,703.5,-2.39,-4.36
ETERNAL,283.55,-1.15,-5.17
SBIN,1066.4,-0.66,-5.65
INFY,1507.1,-0.86,-10.34
TCS,2941.6,-1.67,-11.46
HDFCBANK,941.1,-0.91,-29.69
