symbol,ltp,changepct,contribution
RELIANCE,1322.0,0.46,9.58
AXISBANK,1243.0,1.28,9.15
M&M,3421.5,0.92,6.13
BAJFINANCE,1094.3,0.46,2.5
GRASIM,3278.7,0.87,1.87
MAXHEALTH,1014.4,1.07,1.78
POWERGRID,268.0,0.7,1.74
ONGC,239.5,0.42,0.83
BAJAJFINSV,2011.2,0.31,0.74
NTPC,337.1,0.03,0.09
CIPLA,1431.1,-0.03,-0.05
APOLLOHOSP,8817.0,-0.1,-0.15
ADANIENT,3002.5,-0.16,-0.21
TRENT,2942.1,-0.13,-0.25
BEL,412.0,-0.11,-0.34
COALINDIA,406.9,-0.38,-0.67
EICHERMOT,8018.5,-0.39,-0.74
TATASTEEL,185.5,-0.27,-0.8
NESTLEIND,1462.5,-0.51,-0.95
BAJAJ-AUTO,11607.0,-0.48,-0.96
ADANIPORTS,1682.4,-0.51,-1.15
SBILIFE,1778.0,-0.69,-1.25
TITAN,5048.6,-0.39,-1.25
SUNPHARMA,1875.1,-0.37,-1.38
HDFCLIFE,538.25,-0.87,-1.49
TATACONSUM,1061.6,-1.03,-1.57
DRREDDY,1178.8,-1.11,-1.69
JSWSTEEL,1267.6,-0.8,-1.8
HINDALCO,1041.6,-0.79,-1.89
MARUTI,13691.0,-0.5,-2.1
TECHM,1592.0,-1.12,-2.11
INDIGO,5220.0,-1.05,-2.76
ETERNAL,315.9,-0.66,-2.79
SHRIRAMFIN,1108.4,-1.21,-2.81
WIPRO,178.06,-2.11,-3.01
JIOFIN,245.8,-1.58,-3.28
TMPV,322.8,-2.24,-3.79
HINDUNILVR,2035.0,-0.97,-4.22
ULTRACEMCO,11499.0,-1.56,-4.48
ICICIBANK,1412.0,-0.23,-4.63
LT,4064.3,-0.55,-5.26
ASIANPAINT,2628.4,-2.2,-5.85
SBIN,1053.0,-0.77,-6.19
HCLTECH,1298.0,-2.04,-7.05
KOTAKBANK,387.65,-1.29,-8.01
ITC,270.0,-1.12,-8.9
TCS,2280.0,-1.44,-9.29
BHARTIARTL,1934.2,-1.78,-20.64
INFY,1115.0,-2.18,-24.64
HDFCBANK,723.0,-0.82,-25.15
