symbol,ltp,changepct,contribution
RELIANCE,1441.3,1.29,28.71
ITC,332.45,2.15,18.26
AXISBANK,1377.0,1.46,11.16
LT,4325.9,1.08,11.04
TATASTEEL,209.03,2.93,9.31
M&M,3530.5,1.18,8.41
HDFCLIFE,729.6,3.37,6.18
BAJFINANCE,1023.8,0.95,5.52
SBIN,1218.9,0.45,3.87
BAJAJ-AUTO,9980.0,1.56,3.34
TATACONSUM,1169.7,1.85,3.01
KOTAKBANK,426.35,0.45,2.99
GRASIM,2933.8,1.15,2.64
HINDALCO,899.25,1.03,2.63
NESTLEIND,1300.9,1.21,2.41
HINDUNILVR,2323.5,0.48,2.23
BAJAJFINSV,2060.6,0.79,2.02
SBILIFE,2059.6,0.99,1.92
SUNPHARMA,1724.4,0.43,1.71
MAXHEALTH,1086.25,0.94,1.67
ULTRACEMCO,13052.0,0.52,1.6
JIOFIN,264.1,0.69,1.53
JSWSTEEL,1251.2,0.53,1.27
ICICIBANK,1408.2,0.05,1.08
TITAN,4248.6,0.29,1.0
APOLLOHOSP,7647.5,0.61,0.99
BHARTIARTL,2021.8,0.07,0.87
CIPLA,1349.8,0.44,0.82
TRENT,4187.2,0.37,0.77
BEL,447.7,0.19,0.62
SHRIRAMFIN,1076.2,0.11,0.27
INDIGO,4980.4,0.07,0.2
NTPC,368.4,0.0,0.0
TMPV,382.85,0.0,0.0
