symbol,ltp,changepct,contribution
RELIANCE,1316.0,0.46,9.63
HDFCBANK,729.0,0.28,8.64
LT,4086.7,0.73,7.02
AXISBANK,1227.3,0.81,5.82
HINDALCO,1049.9,1.98,4.76
TATASTEEL,186.0,1.36,4.06
KOTAKBANK,392.7,0.4,2.5
HDFCLIFE,543.0,1.33,2.29
ONGC,238.49,0.88,1.75
ULTRACEMCO,11681.0,0.53,1.53
JSWSTEEL,1277.8,0.61,1.38
BEL,412.45,0.4,1.23
BAJFINANCE,1089.3,0.21,1.15
TITAN,5068.5,0.24,0.78
COALINDIA,408.45,0.33,0.59
JIOFIN,249.75,0.28,0.58
GRASIM,3250.5,0.06,0.13
POWERGRID,266.15,0.04,0.1
SHRIRAMFIN,1122.0,0.0,0.0
