symbol,ltp,changepct,contribution
LT,4380.6,2.29,23.19
RELIANCE,1419.4,0.7,15.43
NTPC,372.95,2.61,8.74
ICICIBANK,1394.5,0.41,8.73
HINDALCO,935.7,3.21,8.13
KOTAKBANK,421.35,1.17,7.69
BAJFINANCE,1030.2,1.28,7.36
SBIN,1216.1,0.86,7.32
HINDUNILVR,2314.5,1.52,7.0
AXISBANK,1368.3,0.86,6.51
TATASTEEL,208.36,1.42,4.47
BEL,441.15,1.31,4.25
POWERGRID,298.95,1.44,3.79
SBILIFE,2080.0,1.78,3.41
COALINDIA,423.55,1.75,3.27
ASIANPAINT,2428.1,1.12,3.15
BAJAJFINSV,2058.5,1.23,3.11
TITAN,4236.4,0.9,3.06
ONGC,278.65,1.44,3.02
ITC,327.0,0.31,2.61
SUNPHARMA,1724.4,0.64,2.52
NESTLEIND,1293.8,1.18,2.32
INDIGO,4854.6,0.81,2.26
MARUTI,14977.0,0.49,2.18
TCS,2686.2,0.31,2.12
ULTRACEMCO,12766.0,0.61,1.86
BAJAJ-AUTO,9807.0,0.8,1.7
CIPLA,1341.1,0.91,1.68
JSWSTEEL,1235.8,0.6,1.43
TRENT,4091.0,0.56,1.16
TMPV,378.0,0.61,1.09
SHRIRAMFIN,1059.3,0.43,1.06
MAXHEALTH,1087.9,0.59,1.04
EICHERMOT,7936.5,0.5,1.01
APOLLOHOSP,7615.5,0.3,0.48
ADANIENT,2160.8,0.19,0.27
JIOFIN,258.6,0.0,0.0
