symbol,ltp,changepct,contribution
HDFCBANK,994.35,1.65,56.15
RELIANCE,1398.3,1.75,38.73
ICICIBANK,1417.3,1.35,31.6
KOTAKBANK,2205.4,2.6,19.62
AXISBANK,1196.3,2.28,17.97
ITC,405.15,1.31,12.07
M&M,3560.8,1.82,10.99
NESTLEIND,1276.6,4.52,9.02
TITAN,3640.3,2.57,8.35
HINDUNILVR,2561.5,1.69,8.17
LT,3861.8,0.86,7.83
TATACONSUM,1149.3,3.15,5.56
HCLTECH,1515.0,1.29,4.98
TATAMOTORS,396.8,1.52,4.74
HINDALCO,780.1,2.07,4.34
ADANIPORTS,1479.5,1.99,4.18
TRENT,4793.4,1.46,3.88
ASIANPAINT,2409.7,1.46,3.74
GRASIM,2859.8,1.53,3.72
BAJAJ-AUTO,9151.5,1.71,3.54
BAJFINANCE,1065.75,0.55,2.88
NTPC,341.5,0.66,2.58
EICHERMOT,6988.0,1.35,2.42
BEL,411.8,0.91,2.37
WIPRO,253.81,1.44,2.28
JSWSTEEL,1172.1,0.97,2.21
MARUTI,16298.0,0.53,1.98
COALINDIA,387.6,0.87,1.78
CIPLA,1569.4,0.69,1.39
ADANIENT,2557.6,0.98,1.35
ULTRACEMCO,12358.0,0.38,1.2
TATASTEEL,174.0,0.44,1.18
SUNPHARMA,1659.0,0.24,1.1
DRREDDY,1240.2,0.63,1.06
POWERGRID,291.85,0.31,1.01
HEROMOTOCO,5579.5,0.76,0.88
TECHM,1463.8,0.33,0.73
BAJAJFINSV,2090.2,0.29,0.71
SBIN,886.95,0.1,0.7
ONGC,248.35,0.25,0.55
TCS,2970.7,0.03,0.25
APOLLOHOSP,7833.5,0.1,0.16
INDUSINDBK,739.5,-0.08,-0.1
JIOFIN,312.1,-0.18,-0.35
SBILIFE,1835.7,-0.27,-0.5
BHARTIARTL,1967.4,-0.06,-0.7
SHRIRAMFIN,672.5,-0.69,-1.38
INFY,1471.5,-0.2,-2.51
HDFCLIFE,742.85,-2.4,-4.42
ETERNAL,347.85,-1.83,-6.88
