symbol,ltp,changepct,contribution
BHARTIARTL,1945.0,1.56,18.3
SBIN,1082.0,1.5,12.21
RELIANCE,1329.0,0.39,8.21
HINDALCO,1078.5,2.8,6.77
ICICIBANK,1431.7,0.15,3.05
JIOFIN,256.05,1.31,2.75
ULTRACEMCO,11891.0,0.94,2.73
INDIGO,5333.0,0.93,2.48
NESTLEIND,1507.0,0.92,1.73
POWERGRID,269.45,0.56,1.41
EICHERMOT,8049.0,0.61,1.18
NTPC,339.45,0.3,0.96
BAJFINANCE,1094.2,0.08,0.44
ASIANPAINT,2740.0,0.16,0.43
SUNPHARMA,1944.0,0.1,0.38
HDFCLIFE,537.0,0.19,0.33
AXISBANK,1230.0,0.02,0.14
CIPLA,1463.0,0.0,0.0
HCLTECH,1365.4,0.0,0.0
HDFCBANK,729.0,0.0,0.0
