symbol,ltp,changepct,contribution
TCS,2349.7,-3.93,-25.64
INFY,1176.1,-1.23,-14.07
M&M,3403.6,-1.63,-10.99
ITC,276.15,-1.02,-8.2
ETERNAL,314.05,-1.24,-5.3
MAXHEALTH,1007.5,-3.12,-5.26
LT,4020.0,-0.43,-4.16
KOTAKBANK,390.5,-0.61,-3.83
MARUTI,13875.0,-0.82,-3.49
TATASTEEL,186.2,-1.09,-3.28
APOLLOHOSP,8597.0,-1.75,-2.69
SHRIRAMFIN,1117.2,-1.12,-2.63
JSWSTEEL,1269.1,-1.11,-2.52
TATACONSUM,1061.9,-1.49,-2.29
TMPV,343.0,-1.32,-2.26
TECHM,1625.0,-1.1,-2.1
TITAN,5099.0,-0.57,-1.85
COALINDIA,409.3,-0.8,-1.43
BAJAJFINSV,2020.5,-0.57,-1.38
GRASIM,3307.8,-0.43,-0.94
TRENT,2987.0,-0.43,-0.85
SBILIFE,1830.0,-0.41,-0.75
DRREDDY,1200.0,-0.41,-0.63
WIPRO,183.94,-0.36,-0.52
ADANIENT,2985.7,-0.33,-0.44
ADANIPORTS,1665.0,-0.19,-0.43
HINDUNILVR,2063.0,-0.09,-0.4
ONGC,239.05,-0.17,-0.34
BAJAJ-AUTO,11700.0,-0.15,-0.3
BEL,405.7,-0.04,-0.12
