symbol,ltp,changepct,contribution
RELIANCE,1377.8,0.76,16.55
INFY,1509.3,0.96,11.87
ICICIBANK,1376.2,0.43,9.91
LT,3769.2,1.06,9.5
KOTAKBANK,2144.6,1.27,9.43
TCS,3061.7,1.14,9.19
HCLTECH,1486.5,2.29,8.71
SUNPHARMA,1658.5,1.65,7.44
TATASTEEL,176.42,2.61,6.9
JSWSTEEL,1175.2,2.62,5.87
ULTRACEMCO,12192.0,1.68,5.2
ETERNAL,345.5,1.13,4.18
SBILIFE,1809.8,2.08,3.77
BEL,409.35,1.41,3.62
HINDUNILVR,2517.6,0.7,3.33
SBIN,862.1,0.45,3.12
M&M,3442.9,0.48,2.85
GRASIM,2810.6,1.17,2.8
TRENT,4660.9,0.96,2.51
CIPLA,1513.1,1.24,2.47
NTPC,335.85,0.61,2.35
JIOFIN,307.35,0.89,1.73
HDFCLIFE,754.35,0.94,1.7
HINDALCO,774.1,0.77,1.59
DRREDDY,1246.1,0.94,1.56
ONGC,243.39,0.65,1.41
INDUSINDBK,749.15,1.11,1.4
WIPRO,246.4,0.87,1.36
TECHM,1466.6,0.58,1.27
NESTLEIND,1187.8,0.62,1.22
ADANIENT,2542.4,0.73,0.99
POWERGRID,286.15,0.3,0.96
ASIANPAINT,2336.4,0.34,0.86
APOLLOHOSP,7695.0,0.43,0.69
COALINDIA,383.35,0.33,0.66
SHRIRAMFIN,669.05,0.32,0.63
BAJFINANCE,1024.1,0.09,0.46
BAJAJ-AUTO,8810.0,0.2,0.41
ITC,399.9,0.04,0.36
ADANIPORTS,1395.6,0.09,0.19
BAJAJFINSV,2014.6,0.05,0.12
