symbol,ltp,changepct,contribution
RELIANCE,1359.7,2.8,57.1
HINDALCO,1085.5,3.55,8.31
AXISBANK,1249.8,0.93,6.51
M&M,3122.2,0.97,6.33
BAJAJ-AUTO,10462.5,2.52,4.95
BAJAJFINSV,1772.0,1.27,2.97
GRASIM,2971.1,1.22,2.57
NTPC,392.45,0.78,2.42
INDIGO,4264.6,0.81,2.09
KOTAKBANK,383.2,0.33,2.01
SBIN,950.9,0.22,1.73
MARUTI,13003.0,0.36,1.48
TRENT,4099.9,0.74,1.42
WIPRO,197.12,1.0,1.4
ADANIPORTS,1772.6,0.56,1.23
JIOFIN,234.67,0.6,1.22
ONGC,298.3,0.61,1.18
POWERGRID,299.9,0.44,1.07
MAXHEALTH,1075.7,0.65,1.06
ULTRACEMCO,11409.0,0.36,1.01
APOLLOHOSP,8078.5,0.65,0.97
COALINDIA,458.7,0.38,0.66
TITAN,4106.4,0.11,0.35
TCS,2327.4,0.01,0.06
TMPV,361.25,0.01,0.02
