symbol,ltp,changepct,contribution
ICICIBANK,1311.9,2.62,52.95
HDFCBANK,849.45,1.04,32.04
M&M,3293.7,3.33,22.3
SHRIRAMFIN,1062.9,7.67,17.86
AXISBANK,1314.7,2.05,14.72
MARUTI,13867.0,2.66,11.23
SBIN,1112.2,1.25,10.1
INDIGO,4380.4,3.39,8.96
KOTAKBANK,391.85,1.42,8.85
LT,3876.0,0.88,8.45
ITC,309.05,1.0,7.98
ASIANPAINT,2280.4,2.68,7.15
EICHERMOT,7536.5,3.72,7.13
ULTRACEMCO,11654.0,2.43,7.02
TMPV,345.2,3.98,6.76
TATASTEEL,195.0,2.09,6.24
GRASIM,2743.9,2.34,5.05
SBILIFE,1963.7,2.68,4.88
BAJAJ-AUTO,9610.0,2.42,4.87
TITAN,4220.1,1.46,4.71
JSWSTEEL,1214.3,1.82,4.11
BEL,463.35,1.31,4.04
BAJAJFINSV,1867.8,1.43,3.43
JIOFIN,236.0,1.61,3.36
DRREDDY,1314.6,2.14,3.27
POWERGRID,298.65,1.17,2.92
HINDALCO,956.6,1.19,2.86
COALINDIA,443.55,1.35,2.39
WIPRO,200.93,1.1,1.57
TRENT,3715.3,0.7,1.38
CIPLA,1333.5,0.64,1.12
SUNPHARMA,1812.8,0.3,1.12
BAJFINANCE,939.8,0.19,1.04
NTPC,377.3,0.28,0.89
NESTLEIND,1241.2,0.44,0.82
HCLTECH,1361.5,0.21,0.73
HDFCLIFE,656.1,0.36,0.62
APOLLOHOSP,7803.0,0.31,0.47
ADANIPORTS,1424.1,0.2,0.45
MAXHEALTH,1043.1,0.15,0.25
TECHM,1336.6,0.02,0.04
