symbol,ltp,changepct,contribution
HCLTECH,1358.6,1.87,6.02
POWERGRID,302.1,1.51,3.5
INFY,1256.8,0.07,0.74
ONGC,265.45,0.02,0.04
TECHM,1384.0,-0.06,-0.11
MAXHEALTH,956.9,-0.82,-1.27
TCS,2383.8,-0.28,-1.68
WIPRO,187.54,-1.76,-2.34
TATACONSUM,1023.6,-2.53,-3.59
SUNPHARMA,1758.4,-1.05,-3.64
NESTLEIND,1166.8,-2.25,-3.9
APOLLOHOSP,7145.0,-2.98,-4.23
TMPV,305.25,-2.82,-4.44
CIPLA,1221.8,-2.75,-4.46
BAJAJFINSV,1675.5,-2.03,-4.52
COALINDIA,455.25,-2.76,-4.54
DRREDDY,1253.3,-3.51,-4.98
BAJAJ-AUTO,8776.0,-3.04,-5.68
SBILIFE,1832.3,-3.41,-5.76
EICHERMOT,6681.5,-3.29,-5.85
HINDUNILVR,2052.2,-1.46,-5.92
ADANIENT,1833.0,-4.88,-6.04
GRASIM,2531.1,-3.26,-6.53
NTPC,372.4,-2.24,-6.61
MARUTI,12355.0,-1.95,-7.64
HDFCLIFE,592.1,-5.06,-8.09
ASIANPAINT,2121.3,-3.38,-8.37
HINDALCO,840.25,-3.89,-8.67
ETERNAL,226.96,-2.29,-9.02
RELIANCE,1407.8,-0.47,-9.12
ADANIPORTS,1303.6,-4.53,-9.48
TRENT,3356.7,-5.7,-10.39
JIOFIN,226.1,-5.52,-10.69
JSWSTEEL,1109.6,-5.13,-10.74
BAJFINANCE,812.6,-2.16,-10.94
INDIGO,3945.3,-4.91,-12.05
TATASTEEL,187.17,-4.88,-13.51
BEL,405.5,-4.83,-13.81
ULTRACEMCO,10362.0,-5.23,-14.01
SHRIRAMFIN,877.7,-6.49,-14.03
KOTAKBANK,356.55,-2.78,-16.08
AXISBANK,1170.6,-2.77,-18.46
TITAN,3853.1,-6.17,-18.47
SBIN,1031.9,-2.47,-18.52
M&M,2955.8,-3.6,-22.37
ITC,290.45,-3.17,-23.48
LT,3342.4,-2.69,-23.98
BHARTIARTL,1795.9,-2.72,-29.39
ICICIBANK,1222.7,-1.82,-34.13
HDFCBANK,744.15,-4.65,-132.95
