symbol,ltp,changepct,contribution
HDFCBANK,991.7,0.73,24.95
ICICIBANK,1358.3,0.76,17.87
M&M,3749.1,2.33,14.13
INFY,1530.3,1.11,14.0
BHARTIARTL,2042.3,1.11,12.95
LT,3955.0,0.93,8.51
HCLTECH,1570.0,1.91,7.41
BEL,427.3,2.51,6.58
RELIANCE,1493.4,0.28,6.22
TCS,3047.0,0.72,5.92
ETERNAL,305.8,1.44,5.44
SUNPHARMA,1716.1,1.08,4.97
ADANIPORTS,1474.4,2.04,4.3
INDUSINDBK,826.1,3.35,4.3
HINDUNILVR,2427.5,0.78,3.79
AXISBANK,1222.5,0.45,3.56
HDFCLIFE,763.9,1.76,3.26
ITC,406.85,0.32,2.96
BAJAJ-AUTO,8895.0,1.4,2.91
SHRIRAMFIN,832.3,1.36,2.73
ULTRACEMCO,11825.0,0.83,2.62
JSWSTEEL,1191.5,1.03,2.36
HINDALCO,793.75,1.09,2.3
TATACONSUM,1156.2,1.18,2.09
TRENT,4315.8,0.75,2.0
JIOFIN,304.9,0.98,1.94
DRREDDY,1211.5,1.07,1.81
SBIN,953.3,0.23,1.63
TECHM,1408.0,0.73,1.63
MARUTI,15645.0,0.4,1.5
NTPC,326.65,0.37,1.45
HEROMOTOCO,5417.5,1.08,1.25
WIPRO,241.69,0.77,1.23
GRASIM,2775.8,0.47,1.15
NESTLEIND,1268.1,0.41,0.82
TITAN,3812.4,0.25,0.82
COALINDIA,382.8,0.38,0.78
SBILIFE,1997.3,0.4,0.74
ASIANPAINT,2657.2,0.26,0.67
CIPLA,1514.9,0.22,0.45
EICHERMOT,6873.0,0.09,0.16
