symbol,ltp,changepct,contribution
INFY,1051.4,-7.24,-81.36
HDFCBANK,779.8,-2.46,-75.02
RELIANCE,1309.5,-1.42,-29.39
TCS,2125.0,-3.68,-23.59
M&M,3074.8,-2.01,-13.32
HCLTECH,1131.7,-2.66,-9.13
SBIN,1035.1,-0.73,-5.84
KOTAKBANK,399.25,-0.93,-5.74
TECHM,1409.6,-2.7,-5.06
HINDUNILVR,2194.6,-1.09,-4.71
MARUTI,13395.0,-0.66,-2.76
TMPV,359.5,-1.43,-2.4
TATASTEEL,198.96,-0.78,-2.3
ASIANPAINT,2732.9,-0.81,-2.14
WIPRO,180.8,-1.13,-1.6
ULTRACEMCO,11367.0,-0.55,-1.57
BEL,426.9,-0.4,-1.22
AXISBANK,1357.9,-0.16,-1.14
JSWSTEEL,1287.7,-0.48,-1.07
ADANIPORTS,1835.3,-0.37,-0.83
SBILIFE,1800.2,-0.41,-0.74
CIPLA,1351.8,-0.27,-0.47
BAJAJFINSV,1769.4,-0.13,-0.31
COALINDIA,451.3,-0.16,-0.28
BAJAJ-AUTO,10066.0,-0.11,-0.22
SHRIRAMFIN,1001.9,-0.08,-0.18
