symbol,ltp,changepct,contribution
INFY,1130.1,-2.16,-24.65
HDFCBANK,748.15,-0.77,-23.84
TCS,2365.6,-2.72,-17.71
ITC,281.0,-1.42,-11.39
ETERNAL,302.45,-2.64,-11.27
MAXHEALTH,1098.5,-2.34,-3.94
INDIGO,5171.0,-1.14,-3.03
WIPRO,183.65,-1.44,-2.07
TECHM,1651.3,-1.06,-2.02
SUNPHARMA,1990.5,-0.53,-1.99
EICHERMOT,7833.5,-1.0,-1.93
ADANIENT,3009.5,-1.3,-1.74
TATACONSUM,1083.1,-1.01,-1.55
HCLTECH,1346.9,-0.43,-1.5
NESTLEIND,1509.6,-0.73,-1.37
HINDUNILVR,2101.3,-0.31,-1.36
COALINDIA,414.15,-0.73,-1.3
POWERGRID,284.25,-0.51,-1.28
APOLLOHOSP,8957.0,-0.34,-0.52
GRASIM,3100.8,-0.13,-0.28
JSWSTEEL,1270.0,-0.06,-0.14
