symbol,ltp,changepct,contribution
BAJFINANCE,1141.2,8.32,45.65
RELIANCE,1307.8,1.15,24.17
M&M,3398.5,3.5,23.55
BAJAJFINSV,2029.1,6.27,15.14
BHARTIARTL,1972.0,0.78,9.13
JIOFIN,256.46,3.85,8.07
SHRIRAMFIN,1046.7,1.9,4.45
TATASTEEL,189.69,1.48,4.44
ADANIPORTS,1696.5,1.95,4.42
TMPV,339.75,1.66,2.83
BEL,387.85,0.77,2.38
NTPC,347.25,0.7,2.24
ICICIBANK,1435.4,0.1,2.03
TITAN,4875.2,0.52,1.69
SBIN,1027.4,0.2,1.62
BAJAJ-AUTO,11520.5,0.77,1.56
KOTAKBANK,390.3,0.23,1.44
MARUTI,14234.0,0.32,1.36
ULTRACEMCO,11903.0,0.47,1.36
HINDALCO,974.45,0.42,1.01
HDFCLIFE,548.5,0.57,0.99
CIPLA,1473.2,0.46,0.81
ONGC,242.53,0.39,0.78
DRREDDY,1148.1,0.29,0.45
SBILIFE,1882.0,0.24,0.44
TRENT,3005.9,0.22,0.43
AXISBANK,1229.5,0.05,0.36
LT,3938.9,0.03,0.29
ASIANPAINT,2747.3,0.04,0.11
JSWSTEEL,1270.0,-0.06,-0.14
GRASIM,3100.8,-0.13,-0.28
APOLLOHOSP,8957.0,-0.34,-0.52
POWERGRID,284.25,-0.51,-1.28
COALINDIA,414.15,-0.73,-1.3
HINDUNILVR,2101.3,-0.31,-1.36
NESTLEIND,1509.6,-0.73,-1.37
HCLTECH,1346.9,-0.43,-1.5
TATACONSUM,1083.1,-1.01,-1.55
ADANIENT,3009.5,-1.3,-1.74
EICHERMOT,7833.5,-1.0,-1.93
SUNPHARMA,1990.5,-0.53,-1.99
TECHM,1651.3,-1.06,-2.02
WIPRO,183.65,-1.44,-2.07
INDIGO,5171.0,-1.14,-3.03
MAXHEALTH,1098.5,-2.34,-3.94
ETERNAL,302.45,-2.64,-11.27
ITC,281.0,-1.42,-11.39
TCS,2365.6,-2.72,-17.71
HDFCBANK,748.15,-0.77,-23.84
INFY,1130.1,-2.16,-24.65
