symbol,ltp,changepct,contribution
BEL,453.0,8.91,28.68
RELIANCE,1396.7,1.17,25.56
HDFCBANK,932.7,0.68,21.89
ETERNAL,266.3,4.9,21.73
ONGC,268.58,8.32,17.29
BAJFINANCE,935.15,2.24,12.77
M&M,3449.2,1.64,11.47
ICICIBANK,1367.7,0.46,9.71
HINDALCO,998.2,3.78,9.48
COALINDIA,444.05,5.0,9.25
TCS,3200.1,1.33,9.0
SBIN,1063.5,0.98,8.27
ITC,321.15,0.78,6.5
KOTAKBANK,412.4,0.91,5.93
POWERGRID,259.8,2.14,5.59
SHRIRAMFIN,1018.8,1.77,4.31
ULTRACEMCO,12767.0,1.41,4.25
TRENT,3864.0,1.82,3.74
NTPC,348.05,0.97,3.22
ADANIPORTS,1381.9,1.32,3.11
BAJAJFINSV,1940.3,1.18,2.96
TATASTEEL,193.85,0.82,2.56
ADANIENT,1994.7,1.8,2.51
AXISBANK,1319.8,0.3,2.25
HDFCLIFE,728.6,1.19,2.14
CIPLA,1328.4,1.17,2.13
TECHM,1762.9,1.02,2.02
HCLTECH,1729.6,0.55,1.99
APOLLOHOSP,6877.5,1.24,1.98
WIPRO,237.35,1.09,1.63
LT,3794.0,0.16,1.61
SBILIFE,2053.2,0.74,1.41
TMPV,340.45,-0.03,-0.05
JSWSTEEL,1218.7,-0.27,-0.64
JIOFIN,255.2,-0.33,-0.72
INDIGO,4749.0,-0.42,-1.16
BAJAJ-AUTO,9433.5,-0.62,-1.3
GRASIM,2839.1,-0.6,-1.35
NESTLEIND,1292.4,-0.84,-1.64
TITAN,3975.2,-0.55,-1.85
DRREDDY,1222.5,-1.4,-2.24
EICHERMOT,7071.0,-1.31,-2.62
MAXHEALTH,958.6,-1.73,-3.03
HINDUNILVR,2378.4,-0.94,-4.29
SUNPHARMA,1610.6,-1.73,-6.75
TATACONSUM,1131.8,-4.68,-7.47
BHARTIARTL,1957.7,-0.8,-9.73
MARUTI,14877.0,-2.41,-10.63
INFY,1666.5,-0.96,-11.39
ASIANPAINT,2511.8,-4.23,-11.79
