symbol,ltp,changepct,contribution
RELIANCE,1226.4,-1.43,-28.78
TCS,2105.0,-4.04,-25.18
ICICIBANK,1338.9,-0.65,-12.64
ITC,262.3,-1.49,-11.44
MARUTI,12103.0,-1.94,-7.88
INFY,1051.4,-0.68,-7.43
SUNPHARMA,1837.3,-1.63,-5.86
KOTAKBANK,412.5,-0.97,-5.82
TMPV,303.8,-3.52,-5.75
NTPC,323.65,-1.84,-5.63
M&M,3052.0,-0.8,-5.15
SBILIFE,1731.0,-2.07,-3.62
COALINDIA,409.9,-1.98,-3.37
TECHM,1537.1,-1.55,-2.82
TITAN,4798.5,-0.89,-2.76
TATASTEEL,185.54,-0.94,-2.7
TATACONSUM,996.0,-1.78,-2.62
HCLTECH,1249.3,-0.72,-2.4
HINDUNILVR,1932.0,-0.53,-2.23
HDFCLIFE,550.95,-1.1,-1.82
BEL,393.3,-0.55,-1.63
BAJAJ-AUTO,11414.0,-0.75,-1.45
BAJAJFINSV,1852.5,-0.36,-0.83
ASIANPAINT,2451.3,-0.11,-0.28
