symbol,ltp,changepct,contribution
TCS,2241.7,-8.39,-52.43
INFY,1222.6,-3.79,-41.51
HCLTECH,1179.0,-5.19,-17.37
ITC,277.0,-2.21,-17.02
TECHM,1472.3,-6.31,-11.52
LT,3953.2,-1.19,-11.03
ETERNAL,247.0,-1.5,-6.14
WIPRO,204.1,-2.74,-3.78
BAJFINANCE,876.8,-0.59,-3.11
RELIANCE,1313.2,-0.11,-2.22
JIOFIN,235.03,-1.1,-2.21
ADANIENT,2925.6,-1.43,-1.84
SBILIFE,1784.2,-0.97,-1.7
ULTRACEMCO,11101.0,-0.57,-1.59
HDFCLIFE,574.4,-0.95,-1.58
HINDALCO,1138.9,-0.65,-1.51
TATACONSUM,1144.0,-0.93,-1.37
ADANIPORTS,1803.8,-0.59,-1.28
DRREDDY,1263.3,-0.84,-1.24
BAJAJFINSV,1734.4,-0.4,-0.93
NESTLEIND,1391.5,-0.51,-0.92
BEL,406.6,-0.31,-0.92
HINDUNILVR,2090.6,-0.15,-0.63
CIPLA,1375.2,-0.3,-0.51
NTPC,366.8,-0.16,-0.49
BAJAJ-AUTO,10259.0,-0.21,-0.41
EICHERMOT,7130.0,-0.16,-0.3
SUNPHARMA,1788.5,-0.08,-0.29
