symbol,ltp,changepct,contribution
ETERNAL,321.4,-2.04,-7.53
HINDUNILVR,2580.5,-1.58,-7.5
BHARTIARTL,1902.6,-0.54,-6.16
ITC,413.75,-0.31,-2.8
BAJAJ-AUTO,8999.5,-1.25,-2.54
TRENT,5130.0,-0.79,-2.06
HDFCBANK,967.3,-0.05,-1.67
INDUSINDBK,740.5,-1.08,-1.36
WIPRO,251.94,-0.78,-1.21
TITAN,3571.9,-0.34,-1.08
M&M,3589.9,-0.16,-0.95
ASIANPAINT,2546.3,-0.38,-0.95
ULTRACEMCO,12370.0,-0.18,-0.56
NESTLEIND,1217.6,-0.26,-0.51
ONGC,233.25,-0.22,-0.48
ADANIENT,2392.0,-0.28,-0.38
TATACONSUM,1103.9,-0.13,-0.23
HCLTECH,1467.2,-0.03,-0.11
APOLLOHOSP,7874.5,-0.06,-0.1
SBIN,823.55,-0.01,-0.07
HEROMOTOCO,5301.5,-0.01,-0.01
