symbol,ltp,changepct,contribution
HDFCBANK,793.2,2.39,72.91
ICICIBANK,1373.6,2.64,52.83
INFY,1056.6,2.65,29.79
BAJFINANCE,990.95,2.97,16.05
TCS,2109.0,2.4,15.39
INDIGO,5207.2,4.95,12.96
AXISBANK,1384.5,1.54,10.95
SBIN,1034.6,1.02,8.16
KOTAKBANK,405.95,1.07,6.61
TRENT,3247.0,3.31,6.44
RELIANCE,1313.6,0.31,6.42
TECHM,1461.6,3.25,6.09
M&M,3064.5,0.9,5.97
SHRIRAMFIN,1019.0,2.58,5.95
ADANIENT,3069.7,3.6,4.76
ADANIPORTS,1813.3,1.64,3.66
DRREDDY,1328.4,2.08,3.15
ULTRACEMCO,11430.0,1.09,3.12
BAJAJFINSV,1780.5,0.88,2.09
APOLLOHOSP,8573.5,1.01,1.53
HCLTECH,1113.9,0.4,1.37
TITAN,4323.8,0.43,1.37
SUNPHARMA,1874.4,0.34,1.26
ITC,290.35,0.12,0.95
JIOFIN,238.87,0.45,0.93
ASIANPAINT,2667.5,0.24,0.63
CIPLA,1437.9,0.33,0.57
LT,4181.7,0.06,0.57
MAXHEALTH,1081.7,0.34,0.56
