symbol,ltp,changepct,contribution
BHARTIARTL,1877.3,-1.28,-14.76
NTPC,357.05,-2.07,-6.51
MARUTI,13248.0,-1.51,-6.31
BAJAJ-AUTO,9750.0,-2.74,-5.46
TATASTEEL,190.16,-1.76,-5.2
BEL,413.55,-1.54,-4.7
ETERNAL,256.35,-1.0,-4.2
ONGC,240.0,-1.78,-3.51
HINDALCO,976.6,-1.03,-2.45
TMPV,349.7,-1.37,-2.3
JSWSTEEL,1231.2,-0.89,-1.99
SBILIFE,1767.7,-1.04,-1.87
HDFCLIFE,591.75,-0.95,-1.62
NESTLEIND,1382.6,-0.69,-1.28
GRASIM,3127.9,-0.52,-1.11
COALINDIA,441.75,-0.59,-1.03
POWERGRID,290.9,-0.36,-0.89
TATACONSUM,1098.1,-0.52,-0.79
HINDUNILVR,2157.8,-0.11,-0.48
EICHERMOT,7572.0,-0.08,-0.15
WIPRO,174.48,-0.01,-0.01
