symbol,ltp,changepct,contribution
INFY,1486.4,-1.41,-16.55
HDFCBANK,992.45,-0.41,-13.58
ICICIBANK,1373.4,-0.41,-8.65
BAJFINANCE,1013.6,-1.29,-7.85
LT,3999.6,-0.7,-7.27
M&M,3694.8,-1.07,-7.26
ETERNAL,306.15,-1.1,-5.36
JIOFIN,305.95,-1.94,-4.27
TECHM,1422.0,-2.12,-4.23
HINDUNILVR,2404.0,-0.87,-4.17
BAJAJFINSV,2050.2,-1.41,-3.69
TATACONSUM,1154.1,-2.1,-3.48
TCS,3087.1,-0.49,-3.36
HINDALCO,797.15,-1.24,-3.34
KOTAKBANK,2093.1,-0.47,-3.19
BEL,420.9,-0.86,-2.87
ITC,405.85,-0.31,-2.76
JSWSTEEL,1163.0,-1.06,-2.64
CIPLA,1514.5,-1.37,-2.56
HCLTECH,1595.2,-0.7,-2.5
GRASIM,2762.0,-1.01,-2.46
APOLLOHOSP,7385.5,-1.36,-2.33
ADANIPORTS,1495.0,-0.84,-1.98
COALINDIA,383.95,-1.01,-1.96
WIPRO,240.9,-1.29,-1.94
HDFCLIFE,761.8,-1.1,-1.91
ULTRACEMCO,11707.0,-0.6,-1.87
NTPC,328.45,-0.53,-1.85
TRENT,4374.0,-0.69,-1.57
ADANIENT,2436.8,-1.02,-1.45
TATASTEEL,172.45,-0.42,-1.39
SUNPHARMA,1758.8,-0.29,-1.13
ONGC,246.95,-0.44,-0.96
INDUSINDBK,847.95,-0.71,-0.92
NESTLEIND,1265.1,-0.41,-0.82
SBIN,972.45,-0.09,-0.77
TMPV,371.3,-0.38,-0.72
BAJAJ-AUTO,8921.0,-0.27,-0.59
SBILIFE,1993.3,-0.14,-0.27
DRREDDY,1243.8,-0.05,-0.08
