symbol,ltp,changepct,contribution
INFY,1123.1,-1.51,-16.55
M&M,3111.8,-2.02,-13.05
RELIANCE,1358.8,-0.38,-7.67
TCS,2272.8,-1.2,-7.5
ICICIBANK,1235.6,-0.38,-7.41
BAJFINANCE,896.15,-0.89,-4.69
SUNPHARMA,1824.8,-1.13,-4.07
EICHERMOT,6971.5,-2.17,-4.01
POWERGRID,301.5,-1.57,-3.79
ETERNAL,237.82,-0.9,-3.69
SBIN,970.1,-0.46,-3.59
HDFCBANK,749.6,-0.11,-3.27
BAJAJ-AUTO,10262.0,-1.3,-2.53
AXISBANK,1255.7,-0.35,-2.43
SHRIRAMFIN,920.55,-1.06,-2.38
TECHM,1375.0,-1.29,-2.36
TATACONSUM,1235.0,-1.44,-2.12
MARUTI,13103.0,-0.52,-2.12
BAJAJFINSV,1728.9,-0.91,-2.11
NTPC,390.45,-0.57,-1.75
WIPRO,187.8,-0.93,-1.28
HCLTECH,1143.2,-0.23,-0.77
DRREDDY,1265.3,-0.37,-0.55
APOLLOHOSP,8004.5,-0.22,-0.32
COALINDIA,462.25,-0.17,-0.29
