symbol,ltp,changepct,contribution
BHARTIARTL,1789.2,1.84,20.68
LT,3915.8,1.54,14.28
ASIANPAINT,2617.6,4.47,11.51
TATASTEEL,219.62,3.59,10.34
ITC,304.45,1.25,9.63
BEL,428.25,2.82,8.38
HINDALCO,1073.1,3.04,7.05
ADANIPORTS,1737.8,2.94,6.4
ADANIENT,2498.0,3.86,4.97
CIPLA,1327.6,2.73,4.6
JSWSTEEL,1274.9,1.8,3.92
INDIGO,4255.8,1.29,3.29
GRASIM,2945.6,1.47,3.06
TITAN,4090.7,0.87,2.71
KOTAKBANK,377.65,0.44,2.65
ONGC,297.15,0.9,1.73
TRENT,4084.5,0.84,1.59
ULTRACEMCO,11573.0,0.49,1.37
MAXHEALTH,1026.1,0.83,1.34
HINDUNILVR,2267.3,0.23,0.97
JIOFIN,231.45,0.43,0.87
SBILIFE,1837.5,0.2,0.35
HDFCLIFE,602.8,0.17,0.28
NESTLEIND,1468.9,0.02,0.04
TMPV,336.85,0.0,0.0
