symbol,ltp,changepct,contribution
HDFCBANK,772.45,3.61,108.3
RELIANCE,1293.0,2.32,47.24
LT,4049.3,4.63,43.31
ICICIBANK,1340.8,1.78,35.03
BAJFINANCE,918.3,5.2,27.64
BHARTIARTL,1822.5,2.19,24.83
AXISBANK,1356.3,2.88,20.14
SHRIRAMFIN,954.95,7.19,16.31
KOTAKBANK,403.3,2.47,15.0
ETERNAL,243.8,3.53,14.59
SBIN,1017.15,1.62,12.74
TITAN,4184.0,3.8,11.94
INDIGO,4709.7,4.4,11.33
M&M,3042.9,1.38,9.0
MARUTI,13366.0,2.01,8.26
TCS,2161.4,1.19,7.51
ITC,285.1,0.95,7.38
ULTRACEMCO,11117.0,2.58,7.25
JIOFIN,235.89,3.34,6.79
BAJAJFINSV,1689.1,2.6,6.08
TMPV,390.0,3.62,5.99
HINDUNILVR,2168.8,1.34,5.7
ASIANPAINT,2747.4,2.06,5.35
EICHERMOT,7312.0,1.81,3.38
ADANIPORTS,1812.9,1.42,3.12
BEL,406.5,1.03,3.09
TRENT,2755.3,1.61,3.08
HDFCLIFE,555.35,1.82,3.05
SUNPHARMA,1807.7,0.75,2.73
JSWSTEEL,1297.6,1.18,2.59
WIPRO,180.14,1.54,2.15
NTPC,353.9,0.58,1.79
INFY,1116.4,0.16,1.77
GRASIM,3105.5,0.52,1.09
CIPLA,1389.4,0.44,0.75
ADANIENT,2921.6,0.44,0.57
MAXHEALTH,1012.45,0.28,0.46
APOLLOHOSP,8498.0,0.06,0.09
DRREDDY,1275.4,-0.05,-0.07
TATASTEEL,197.86,-0.05,-0.15
HCLTECH,1109.6,-0.05,-0.17
HINDALCO,1021.6,-0.26,-0.61
BAJAJ-AUTO,10063.0,-0.51,-1.0
COALINDIA,443.5,-0.61,-1.05
TATACONSUM,1100.7,-0.72,-1.07
SBILIFE,1706.0,-0.77,-1.36
POWERGRID,284.8,-0.65,-1.58
TECHM,1429.2,-2.51,-4.62
ONGC,246.2,-2.6,-5.04
NESTLEIND,1375.7,-3.4,-6.18
