symbol,ltp,changepct,contribution
LT,4380.6,2.34,23.7
RELIANCE,1419.4,0.7,15.43
NTPC,372.95,2.68,8.98
ICICIBANK,1394.5,0.41,8.73
HINDALCO,935.7,3.32,8.4
KOTAKBANK,421.35,1.19,7.82
BAJFINANCE,1030.2,1.29,7.42
SBIN,1216.1,0.86,7.32
HINDUNILVR,2314.5,1.54,7.09
AXISBANK,1368.3,0.86,6.51
TATASTEEL,208.36,1.44,4.53
BEL,441.15,1.33,4.32
POWERGRID,298.95,1.46,3.85
SBILIFE,2080.0,1.81,3.47
COALINDIA,423.55,1.78,3.32
ASIANPAINT,2428.1,1.14,3.21
BAJAJFINSV,2058.5,1.24,3.14
TITAN,4236.4,0.91,3.09
ONGC,278.65,1.46,3.06
ITC,327.0,0.31,2.61
SUNPHARMA,1724.4,0.64,2.52
NESTLEIND,1293.8,1.2,2.36
INDIGO,4854.6,0.82,2.29
MARUTI,14977.0,0.5,2.22
TCS,2686.2,0.31,2.12
ULTRACEMCO,12766.0,0.61,1.86
BAJAJ-AUTO,9807.0,0.8,1.7
CIPLA,1341.1,0.92,1.69
JSWSTEEL,1235.8,0.6,1.43
TRENT,4091.0,0.57,1.18
TMPV,378.0,0.61,1.09
SHRIRAMFIN,1059.3,0.44,1.08
MAXHEALTH,1087.9,0.6,1.06
EICHERMOT,7936.5,0.5,1.01
APOLLOHOSP,7615.5,0.3,0.48
ADANIENT,2160.8,0.19,0.27
JIOFIN,258.6,0.0,0.0
