symbol,ltp,changepct,contribution
BHARTIARTL,1875.7,1.23,14.22
INFY,1157.7,1.23,13.86
TRENT,3102.8,7.07,13.79
BEL,419.85,3.02,9.24
SBIN,1026.5,1.1,8.82
HDFCBANK,787.1,0.28,8.56
ETERNAL,258.4,1.89,7.97
TCS,2223.0,1.09,7.01
HINDALCO,1007.9,2.6,6.2
RELIANCE,1332.7,0.29,6.02
LT,4207.7,0.51,4.86
TATASTEEL,199.01,1.54,4.56
SUNPHARMA,1820.4,1.09,4.04
ICICIBANK,1336.8,0.19,3.81
TITAN,4380.5,0.98,3.14
SBILIFE,1793.6,1.47,2.66
HCLTECH,1166.8,0.67,2.31
JSWSTEEL,1287.2,1.01,2.26
HDFCLIFE,581.8,1.29,2.21
BAJAJ-AUTO,10042.0,1.04,2.08
NESTLEIND,1407.3,1.12,2.08
INDIGO,4878.4,0.79,2.07
TECHM,1462.4,1.08,2.03
COALINDIA,455.75,1.06,1.86
WIPRO,184.47,0.99,1.41
POWERGRID,286.35,0.42,1.04
JIOFIN,242.98,0.43,0.89
ADANIPORTS,1828.6,0.36,0.81
GRASIM,3150.4,0.32,0.69
APOLLOHOSP,8427.5,0.44,0.67
SHRIRAMFIN,1007.5,0.17,0.39
ADANIENT,2951.9,0.28,0.37
MAXHEALTH,1026.15,0.2,0.33
NTPC,355.55,0.0,0.0
