symbol,ltp,changepct,contribution
INFY,1670.8,0.44,5.16
HINDUNILVR,2409.5,0.79,3.56
TCS,3162.5,0.38,2.54
DRREDDY,1235.6,1.49,2.35
TECHM,1701.1,0.81,1.58
HINDALCO,950.3,0.62,1.54
ONGC,245.47,0.6,1.23
BAJAJ-AUTO,9413.5,0.46,0.96
HCLTECH,1707.0,0.23,0.82
TITAN,4021.8,0.08,0.27
APOLLOHOSP,6803.0,0.09,0.14
ULTRACEMCO,12369.0,0.04,0.12
ASIANPAINT,2703.7,-0.0,-0.0
SHRIRAMFIN,1003.55,-0.19,-0.46
SUNPHARMA,1631.9,-0.14,-0.54
MAXHEALTH,991.4,-0.74,-1.28
WIPRO,238.4,-0.93,-1.37
TMPV,344.45,-0.82,-1.44
NESTLEIND,1293.8,-0.93,-1.79
SBILIFE,2002.6,-0.96,-1.8
COALINDIA,418.4,-1.13,-2.07
EICHERMOT,6973.0,-1.08,-2.14
GRASIM,2759.0,-1.03,-2.3
TATASTEEL,187.61,-0.79,-2.43
TRENT,3755.9,-1.26,-2.56
JSWSTEEL,1170.0,-1.22,-2.84
TATACONSUM,1153.5,-1.85,-2.92
HDFCLIFE,712.1,-1.79,-3.18
ICICIBANK,1343.4,-0.16,-3.34
ITC,323.4,-0.45,-3.71
KOTAKBANK,422.8,-0.75,-4.83
BEL,410.7,-1.58,-5.03
POWERGRID,254.15,-1.97,-5.08
BAJAJFINSV,1949.0,-2.21,-5.48
NTPC,336.7,-1.68,-5.51
M&M,3543.4,-0.85,-5.88
CIPLA,1315.0,-4.04,-7.29
JIOFIN,252.9,-3.69,-7.95
MARUTI,15469.0,-1.88,-8.19
HDFCBANK,916.1,-0.28,-8.91
BAJFINANCE,927.85,-1.59,-8.96
BHARTIARTL,1984.7,-0.87,-10.46
INDIGO,4704.5,-4.17,-11.39
LT,3743.8,-1.32,-13.09
ADANIENT,1864.2,-10.65,-14.67
SBIN,1029.5,-1.8,-15.01
ADANIPORTS,1308.4,-7.48,-17.42
AXISBANK,1258.0,-2.84,-21.06
RELIANCE,1386.1,-1.17,-25.26
ETERNAL,258.7,-6.23,-27.31
