symbol,ltp,changepct,contribution
ETERNAL,258.7,-6.23,-27.31
RELIANCE,1386.1,-1.17,-25.26
AXISBANK,1258.0,-2.84,-21.06
ADANIPORTS,1308.4,-7.48,-17.42
SBIN,1029.5,-1.8,-15.01
ADANIENT,1864.2,-10.65,-14.67
LT,3743.8,-1.32,-13.09
INDIGO,4704.5,-4.17,-11.39
BHARTIARTL,1984.7,-0.87,-10.46
BAJFINANCE,927.85,-1.59,-8.96
HDFCBANK,916.1,-0.28,-8.91
MARUTI,15469.0,-1.88,-8.19
JIOFIN,252.9,-3.69,-7.95
CIPLA,1315.0,-4.04,-7.29
M&M,3543.4,-0.85,-5.88
NTPC,336.7,-1.68,-5.51
BAJAJFINSV,1949.0,-2.21,-5.48
POWERGRID,254.15,-1.97,-5.08
BEL,410.7,-1.58,-5.03
KOTAKBANK,422.8,-0.75,-4.83
ITC,323.4,-0.45,-3.71
ICICIBANK,1343.4,-0.16,-3.34
HDFCLIFE,712.1,-1.79,-3.18
TATACONSUM,1153.5,-1.85,-2.92
JSWSTEEL,1170.0,-1.22,-2.84
TRENT,3755.9,-1.26,-2.56
TATASTEEL,187.61,-0.79,-2.43
GRASIM,2759.0,-1.03,-2.3
EICHERMOT,6973.0,-1.08,-2.14
COALINDIA,418.4,-1.13,-2.07
SBILIFE,2002.6,-0.96,-1.8
NESTLEIND,1293.8,-0.93,-1.79
TMPV,344.45,-0.82,-1.44
WIPRO,238.4,-0.93,-1.37
MAXHEALTH,991.4,-0.74,-1.28
SUNPHARMA,1631.9,-0.14,-0.54
SHRIRAMFIN,1003.55,-0.19,-0.46
