symbol,ltp,changepct,contribution
RELIANCE,1565.1,1.34,29.99
HDFCBANK,985.5,0.59,19.46
LT,4073.5,1.05,10.8
SHRIRAMFIN,901.7,3.71,9.25
INFY,1638.7,0.73,8.87
BEL,392.85,2.45,8.08
POWERGRID,263.45,2.13,5.7
BAJFINANCE,1008.3,0.8,4.67
MAXHEALTH,1075.8,2.6,4.66
BAJAJ-AUTO,9002.0,1.94,4.18
ASIANPAINT,2799.9,1.46,4.17
TMPV,352.65,1.98,3.6
JIOFIN,296.95,1.59,3.55
BHARTIARTL,2097.7,0.27,3.37
M&M,3603.6,0.47,3.37
EICHERMOT,7217.0,1.55,3.18
HINDUNILVR,2280.0,0.64,2.99
SBIN,980.3,0.28,2.42
MARUTI,16414.0,0.52,2.35
HDFCLIFE,766.45,1.25,2.3
CIPLA,1517.1,1.21,2.26
APOLLOHOSP,7012.5,1.36,2.22
BAJAJFINSV,2043.8,0.86,2.21
ETERNAL,286.05,0.46,2.09
INDIGO,5153.5,0.74,2.09
NESTLEIND,1244.4,0.88,1.76
TATACONSUM,1184.0,1.07,1.75
TRENT,4062.2,0.8,1.68
NTPC,319.9,0.44,1.5
ITC,401.05,0.16,1.37
SBILIFE,2028.4,0.69,1.34
TATASTEEL,168.69,0.34,1.09
TITAN,3930.1,0.28,0.97
ULTRACEMCO,11496.0,0.31,0.96
TECHM,1612.5,0.43,0.87
ONGC,232.89,0.38,0.81
ADANIENT,2239.0,0.44,0.63
AXISBANK,1230.6,0.07,0.54
GRASIM,2812.5,0.17,0.39
WIPRO,264.45,0.23,0.35
TCS,3282.0,0.04,0.28
COALINDIA,385.6,0.08,0.15
ADANIPORTS,1496.4,0.05,0.12
