symbol,ltp,changepct,contribution
ETERNAL,291.7,2.26,10.22
TITAN,3849.0,2.18,7.49
SHRIRAMFIN,846.7,1.49,3.7
ADANIPORTS,1497.2,1.13,2.72
SBIN,959.35,0.31,2.67
BEL,389.45,0.79,2.59
INDIGO,4967.5,0.89,2.51
BHARTIARTL,2089.7,0.17,2.11
ADANIENT,2245.2,1.31,1.86
BAJAJFINSV,2069.5,0.5,1.28
AXISBANK,1275.9,0.16,1.22
ONGC,239.84,0.55,1.17
COALINDIA,379.35,0.53,1.0
NTPC,319.85,0.11,0.37
LT,3997.5,0.02,0.2
GRASIM,2746.0,0.07,0.16
NESTLEIND,1215.8,0.08,0.16
TATACONSUM,1146.7,0.08,0.13
APOLLOHOSP,7091.0,-0.07,-0.11
TRENT,4085.4,-0.12,-0.25
HDFCLIFE,762.9,-0.15,-0.28
EICHERMOT,7123.0,-0.27,-0.55
POWERGRID,264.55,-0.25,-0.67
MAXHEALTH,1074.7,-0.44,-0.78
CIPLA,1490.6,-0.47,-0.87
KOTAKBANK,2127.7,-0.18,-1.2
SBILIFE,2006.2,-0.72,-1.4
HINDUNILVR,2306.5,-0.32,-1.49
BAJAJ-AUTO,8961.0,-0.72,-1.54
TMPV,344.7,-1.03,-1.86
HINDALCO,812.9,-0.8,-2.05
WIPRO,257.41,-1.52,-2.32
JSWSTEEL,1107.8,-1.01,-2.43
DRREDDY,1246.2,-1.6,-2.6
ITC,401.05,-0.31,-2.64
JIOFIN,293.2,-1.35,-3.0
ULTRACEMCO,11414.0,-1.09,-3.35
TECHM,1561.6,-1.9,-3.83
SUNPHARMA,1776.0,-1.12,-4.46
MARUTI,16020.0,-1.03,-4.63
TATASTEEL,160.67,-1.71,-5.43
BAJFINANCE,1016.7,-0.95,-5.52
TCS,3208.3,-0.87,-6.0
HCLTECH,1657.6,-1.84,-6.8
INFY,1599.0,-0.73,-8.83
M&M,3635.9,-1.24,-8.84
ASIANPAINT,2796.0,-4.52,-12.85
RELIANCE,1529.4,-0.88,-19.6
HDFCBANK,997.1,-0.6,-19.69
ICICIBANK,1375.2,-1.04,-22.39
