symbol,ltp,changepct,contribution
INFY,1513.5,2.49,31.27
RELIANCE,1489.3,0.76,16.81
BHARTIARTL,2019.8,0.93,10.8
TCS,3025.2,1.12,9.17
BAJFINANCE,1085.0,1.73,9.07
ICICIBANK,1348.0,0.37,8.66
LT,3918.5,0.93,8.47
HDFCBANK,984.5,0.22,7.48
HCLTECH,1540.5,1.86,7.18
TMPV,410.45,1.17,3.65
ASIANPAINT,2650.4,1.4,3.58
GRASIM,2762.9,1.41,3.43
ITC,405.55,0.37,3.41
COALINDIA,381.35,1.42,2.91
TITAN,3803.0,0.89,2.89
MARUTI,15583.0,0.67,2.5
WIPRO,239.84,1.42,2.25
BAJAJFINSV,2118.3,0.77,1.89
TECHM,1397.8,0.8,1.78
JIOFIN,301.95,0.89,1.75
SUNPHARMA,1697.8,0.38,1.74
BEL,416.85,0.63,1.64
KOTAKBANK,2092.7,0.21,1.58
JSWSTEEL,1179.3,0.65,1.48
HEROMOTOCO,5359.5,1.2,1.38
BAJAJ-AUTO,8772.0,0.58,1.2
SHRIRAMFIN,821.1,0.58,1.16
CIPLA,1511.5,0.39,0.79
HDFCLIFE,750.7,0.19,0.35
INDUSINDBK,799.35,0.26,0.33
TATASTEEL,181.48,0.06,0.16
ADANIENT,2370.7,0.05,0.07
NESTLEIND,1262.9,0.02,0.04
