symbol,ltp,changepct,contribution
BHARTIARTL,2101.6,-0.66,-8.3
HDFCBANK,1007.6,-0.19,-6.32
ICICIBANK,1388.8,-0.24,-5.24
INFY,1560.1,-0.4,-4.91
SHRIRAMFIN,851.65,-1.84,-4.63
AXISBANK,1279.7,-0.59,-4.58
ETERNAL,300.1,-0.88,-4.04
SBILIFE,1966.0,-1.92,-3.77
POWERGRID,269.95,-1.37,-3.7
HDFCLIFE,764.3,-1.74,-3.24
LT,4069.6,-0.29,-3.01
BAJAJFINSV,2094.0,-0.44,-1.14
HCLTECH,1624.2,-0.29,-1.09
BEL,411.75,-0.31,-1.03
COALINDIA,376.15,-0.5,-0.96
NTPC,326.45,-0.27,-0.93
INDIGO,5901.5,-0.3,-0.86
NESTLEIND,1261.1,-0.42,-0.85
TRENT,4250.4,-0.37,-0.79
TATACONSUM,1172.4,-0.45,-0.74
ONGC,243.25,-0.31,-0.67
TMPV,356.8,-0.28,-0.51
ULTRACEMCO,11600.0,-0.15,-0.47
ASIANPAINT,2874.4,-0.16,-0.46
TATASTEEL,167.96,-0.1,-0.32
JIOFIN,306.2,-0.08,-0.18
MARUTI,15900.0,-0.02,-0.09
ITC,404.25,-0.01,-0.09
JSWSTEEL,1160.3,-0.03,-0.07
GRASIM,2739.4,-0.02,-0.05
WIPRO,249.53,-0.01,-0.02
