symbol,ltp,changepct,contribution
HDFCBANK,780.85,-1.91,-58.64
SBIN,1019.3,-6.66,-53.62
ICICIBANK,1264.8,-1.11,-22.35
AXISBANK,1268.3,-1.89,-13.53
LT,3974.5,-1.21,-11.58
BAJFINANCE,955.35,-1.79,-9.74
M&M,3330.4,-1.2,-8.01
ULTRACEMCO,11950.0,-1.61,-4.63
COALINDIA,456.4,-2.2,-3.88
TATASTEEL,214.49,-1.2,-3.57
ONGC,279.2,-1.66,-3.29
HINDALCO,1044.4,-1.07,-2.56
TRENT,4242.3,-1.21,-2.37
CIPLA,1347.0,-1.12,-1.95
TCS,2394.4,-0.29,-1.87
SHRIRAMFIN,1007.75,-0.78,-1.81
TMPV,355.45,-1.06,-1.79
ETERNAL,256.39,-0.4,-1.69
DRREDDY,1293.9,-1.05,-1.6
RELIANCE,1435.2,-0.07,-1.46
JIOFIN,249.34,-0.67,-1.39
MARUTI,13726.0,-0.32,-1.35
HDFCLIFE,621.7,-0.59,-1.01
JSWSTEEL,1277.8,-0.44,-0.99
BAJAJFINSV,1818.3,-0.34,-0.81
EICHERMOT,7302.5,-0.34,-0.65
MAXHEALTH,1012.5,-0.28,-0.47
ADANIENT,2505.9,-0.31,-0.41
SBILIFE,1872.1,-0.01,-0.02
