symbol,ltp,changepct,contribution
BHARTIARTL,2113.3,1.89,21.96
TITAN,3813.5,2.39,7.77
BAJFINANCE,1057.0,1.33,6.98
SBIN,957.6,0.83,5.84
M&M,3581.2,0.91,5.5
HDFCLIFE,742.45,0.88,1.62
DRREDDY,1200.0,0.33,0.56
SBILIFE,1971.5,0.1,0.18
SHRIRAMFIN,796.5,0.01,0.02
ADANIPORTS,1444.4,-0.02,-0.04
NESTLEIND,1265.0,-0.13,-0.26
APOLLOHOSP,7810.5,-0.18,-0.29
COALINDIA,377.55,-0.2,-0.41
BAJAJFINSV,2073.2,-0.4,-0.98
INDUSINDBK,790.2,-0.84,-1.08
CIPLA,1503.3,-0.54,-1.09
GRASIM,2882.0,-0.62,-1.51
TECHM,1409.2,-0.75,-1.67
WIPRO,237.92,-1.07,-1.7
EICHERMOT,6930.0,-1.33,-2.38
JSWSTEEL,1181.4,-1.14,-2.6
ASIANPAINT,2486.7,-1.02,-2.61
ADANIENT,2419.8,-1.91,-2.64
TATACONSUM,1179.3,-1.52,-2.68
HINDUNILVR,2445.7,-0.58,-2.81
TRENT,4660.6,-1.12,-2.98
JIOFIN,301.9,-1.6,-3.15
ULTRACEMCO,11819.0,-1.1,-3.46
HCLTECH,1529.1,-0.93,-3.59
HINDALCO,831.4,-1.86,-3.9
BAJAJ-AUTO,8751.0,-1.92,-3.98
SUNPHARMA,1690.0,-0.96,-4.4
BEL,415.15,-1.69,-4.41
ONGC,252.35,-2.02,-4.45
AXISBANK,1226.6,-0.58,-4.57
HEROMOTOCO,5309.0,-4.15,-4.78
TATASTEEL,179.29,-1.85,-4.97
NTPC,330.6,-1.37,-5.37
KOTAKBANK,2096.6,-0.8,-6.04
MARUTI,15374.0,-1.77,-6.61
TCS,2990.2,-0.88,-7.21
TMPV,406.5,-2.52,-7.87
POWERGRID,279.05,-3.11,-10.11
ETERNAL,313.5,-2.82,-10.61
ITC,408.9,-1.22,-11.24
LT,3924.4,-1.41,-12.85
INFY,1467.9,-1.18,-14.83
ICICIBANK,1336.9,-0.71,-16.63
RELIANCE,1473.1,-0.78,-17.27
HDFCBANK,985.25,-0.75,-25.53
