symbol,ltp,changepct,contribution
HDFCBANK,721.5,0.69,20.35
SBIN,991.4,2.42,18.71
ITC,264.15,2.38,18.18
ICICIBANK,1358.8,0.62,11.99
AXISBANK,1241.0,1.48,10.17
M&M,3070.0,1.34,8.59
RELIANCE,1240.0,0.38,7.61
KOTAKBANK,415.0,1.27,7.58
HINDUNILVR,1962.0,1.23,5.14
SBILIFE,1697.9,2.65,4.61
HDFCLIFE,530.2,2.73,4.5
SUNPHARMA,1853.5,1.01,3.61
JSWSTEEL,1248.9,1.6,3.45
HINDALCO,972.7,1.46,3.36
TITAN,4908.5,1.08,3.33
NESTLEIND,1384.5,1.65,2.95
BAJAJ-AUTO,11593.0,1.48,2.85
BHARTIARTL,1835.0,0.25,2.79
TRENT,2769.7,1.45,2.73
ETERNAL,317.0,0.56,2.28
BEL,385.75,0.74,2.18
TATACONSUM,1000.1,1.42,2.08
ASIANPAINT,2416.6,0.57,1.46
ADANIPORTS,1723.8,0.58,1.25
COALINDIA,422.25,0.72,1.22
EICHERMOT,7500.0,0.64,1.17
GRASIM,3187.0,0.5,1.03
CIPLA,1358.0,0.52,0.87
ONGC,236.8,0.36,0.69
ULTRACEMCO,10700.0,0.03,0.08
POWERGRID,262.8,0.0,0.0
