symbol,ltp,changepct,contribution
HDFCBANK,996.55,0.7,23.27
ETERNAL,309.55,1.91,9.34
ICICIBANK,1379.0,0.44,9.32
KOTAKBANK,2102.9,1.12,7.63
BHARTIARTL,2112.2,0.55,6.8
M&M,3734.9,0.98,6.68
LT,4027.7,0.58,6.05
MARUTI,15878.0,1.24,5.81
HEROMOTOCO,5798.5,4.69,5.49
AXISBANK,1249.6,0.64,4.98
BAJFINANCE,1026.8,0.81,4.95
SBIN,973.35,0.57,4.88
INFY,1507.6,0.32,3.77
TITAN,3868.6,1.03,3.51
EICHERMOT,6799.0,1.55,3.31
TATACONSUM,1178.9,1.82,3.03
HCLTECH,1606.4,0.74,2.66
BAJAJ-AUTO,8945.5,1.16,2.53
SHRIRAMFIN,817.9,1.06,2.45
POWERGRID,273.55,0.83,2.4
TECHM,1452.8,0.94,1.88
NTPC,330.2,0.53,1.86
BAJAJFINSV,2079.6,0.67,1.76
JSWSTEEL,1175.5,0.66,1.65
APOLLOHOSP,7487.5,0.9,1.55
SUNPHARMA,1763.9,0.39,1.53
ADANIENT,2462.0,0.9,1.29
HINDALCO,807.15,0.44,1.19
INDUSINDBK,854.05,0.68,0.88
TRENT,4404.6,0.31,0.71
GRASIM,2790.3,0.25,0.61
COALINDIA,387.85,0.23,0.45
CIPLA,1535.6,0.23,0.43
ONGC,248.05,0.18,0.39
