symbol,ltp,changepct,contribution
ONGC,274.65,3.8,7.93
HINDALCO,905.65,0.71,1.79
HDFCLIFE,733.15,0.49,0.89
DRREDDY,1282.3,0.16,0.26
WIPRO,211.21,-0.35,-0.53
MAXHEALTH,1081.45,-0.44,-0.77
COALINDIA,416.15,-0.44,-0.82
APOLLOHOSP,7592.5,-0.72,-1.15
TATACONSUM,1160.5,-0.79,-1.27
SBILIFE,2043.0,-0.81,-1.55
SUNPHARMA,1713.4,-0.64,-2.51
INFY,1370.5,-0.23,-2.74
EICHERMOT,7897.0,-1.4,-2.82
CIPLA,1328.9,-1.55,-2.84
TMPV,375.7,-1.87,-3.33
BAJAJFINSV,2033.2,-1.33,-3.35
TECHM,1479.3,-1.69,-3.36
NESTLEIND,1278.5,-1.72,-3.37
ADANIENT,2156.7,-2.46,-3.44
ASIANPAINT,2400.8,-1.29,-3.61
BAJFINANCE,1017.05,-0.66,-3.78
TITAN,4198.2,-1.19,-4.03
HCLTECH,1450.4,-1.15,-4.19
TCS,2677.9,-0.63,-4.28
JSWSTEEL,1228.4,-1.82,-4.31
JIOFIN,258.6,-2.08,-4.55
NTPC,363.2,-1.41,-4.7
SHRIRAMFIN,1054.7,-2.0,-4.89
POWERGRID,294.65,-1.96,-5.14
BAJAJ-AUTO,9729.0,-2.52,-5.32
GRASIM,2864.3,-2.37,-5.37
TATASTEEL,205.41,-1.73,-5.42
ADANIPORTS,1513.3,-2.42,-5.73
TRENT,4067.9,-2.85,-5.88
MARUTI,14903.0,-1.72,-7.62
ULTRACEMCO,12688.0,-2.79,-8.45
HINDUNILVR,2279.3,-1.9,-8.71
BEL,435.35,-2.76,-8.92
ETERNAL,271.75,-2.02,-9.0
SBIN,1205.7,-1.08,-9.15
INDIGO,4815.1,-3.32,-9.21
LT,4280.5,-1.05,-10.58
AXISBANK,1356.6,-1.48,-11.15
KOTAKBANK,416.4,-2.33,-15.24
ITC,326.0,-1.94,-16.25
M&M,3431.8,-2.8,-19.67
BHARTIARTL,1988.6,-1.64,-20.04
ICICIBANK,1388.8,-1.38,-29.26
HDFCBANK,915.6,-0.98,-31.68
RELIANCE,1409.5,-2.21,-48.49
