symbol,ltp,changepct,contribution
HDFCBANK,950.3,0.56,18.35
SBIN,870.75,1.61,10.91
TITAN,3401.2,2.22,6.95
ITC,407.25,0.53,4.7
ETERNAL,324.85,1.2,4.35
M&M,3418.1,0.64,3.72
NTPC,340.95,0.9,3.39
BAJFINANCE,990.95,0.59,2.98
TRENT,4730.5,1.1,2.82
HINDALCO,753.8,1.34,2.71
BEL,399.95,1.02,2.56
BAJAJFINSV,2024.7,1.07,2.53
WIPRO,239.64,1.65,2.52
TATASTEEL,168.98,0.94,2.43
INDUSINDBK,723.4,1.49,1.84
SHRIRAMFIN,611.8,0.95,1.83
ONGC,239.98,0.82,1.74
SUNPHARMA,1589.3,0.16,0.71
TATACONSUM,1123.1,0.37,0.63
TECHM,1410.7,0.21,0.45
BAJAJ-AUTO,8717.5,0.18,0.36
GRASIM,2746.9,0.0,0.0
ASIANPAINT,2342.6,-0.01,-0.02
TATAMOTORS,672.5,-0.06,-0.18
COALINDIA,388.3,-0.22,-0.43
HEROMOTOCO,5300.5,-0.52,-0.58
ULTRACEMCO,12041.0,-0.24,-0.73
TCS,2896.1,-0.1,-0.79
SBILIFE,1788.7,-0.56,-0.99
JIOFIN,294.2,-0.56,-1.06
KOTAKBANK,1991.6,-0.16,-1.16
ADANIPORTS,1383.2,-0.63,-1.27
APOLLOHOSP,7444.0,-0.88,-1.39
CIPLA,1488.0,-0.76,-1.48
EICHERMOT,6985.0,-0.88,-1.52
JSWSTEEL,1122.2,-0.76,-1.67
NESTLEIND,1152.5,-0.87,-1.67
ADANIENT,2509.5,-1.34,-1.78
HDFCLIFE,756.6,-1.02,-1.81
POWERGRID,280.6,-0.58,-1.81
HCLTECH,1387.4,-0.57,-2.12
DRREDDY,1234.6,-1.48,-2.41
HINDUNILVR,2497.9,-0.55,-2.56
INFY,1441.8,-0.49,-5.93
MARUTI,15984.0,-1.85,-6.65
RELIANCE,1372.8,-0.35,-7.46
BHARTIARTL,1902.2,-0.75,-8.39
LT,3688.4,-1.1,-9.65
AXISBANK,1132.2,-1.89,-14.34
ICICIBANK,1348.1,-0.85,-19.16
