symbol,ltp,changepct,contribution
RELIANCE,1452.8,-2.05,-45.47
LT,3887.4,-3.27,-33.32
BHARTIARTL,2026.9,-0.84,-10.38
ITC,334.7,-1.09,-9.23
AXISBANK,1262.0,-0.96,-7.31
TRENT,3921.9,-3.32,-6.92
INDIGO,4759.5,-1.87,-5.25
MARUTI,16426.0,-0.94,-4.21
M&M,3661.5,-0.56,-3.98
DRREDDY,1191.3,-1.99,-3.23
HINDUNILVR,2389.5,-0.69,-3.2
BEL,413.7,-0.96,-3.14
JIOFIN,284.6,-1.27,-2.81
GRASIM,2774.2,-1.16,-2.66
ADANIPORTS,1428.6,-1.03,-2.46
CIPLA,1448.3,-1.15,-2.13
BAJFINANCE,949.0,-0.3,-1.74
SUNPHARMA,1728.7,-0.42,-1.66
HDFCLIFE,748.5,-0.81,-1.48
COALINDIA,428.9,-0.79,-1.48
SBILIFE,2082.4,-0.74,-1.43
ULTRACEMCO,12044.0,-0.45,-1.38
TATASTEEL,182.57,-0.37,-1.17
ASIANPAINT,2886.3,-0.35,-0.99
JSWSTEEL,1178.1,-0.39,-0.93
EICHERMOT,7404.0,-0.43,-0.87
ADANIENT,2158.5,-0.6,-0.85
HCLTECH,1665.0,-0.16,-0.59
TMPV,349.75,-0.23,-0.41
TATACONSUM,1189.4,-0.24,-0.39
KOTAKBANK,2132.6,-0.03,-0.2
