symbol,ltp,changepct,contribution
ICICIBANK,1421.0,-2.57,-52.6
BAJFINANCE,1078.0,-6.2,-34.28
HDFCBANK,731.0,-0.45,-14.04
AXISBANK,1238.0,-1.45,-10.55
BAJAJFINSV,2008.9,-3.84,-9.34
TRENT,2997.0,-3.67,-7.3
SHRIRAMFIN,1115.0,-2.33,-5.5
KOTAKBANK,390.75,-0.83,-5.24
JIOFIN,256.8,-2.45,-5.18
TITAN,4941.0,-1.15,-3.76
TATASTEEL,187.55,-0.93,-2.81
NTPC,342.5,-0.73,-2.35
ASIANPAINT,2735.0,-0.73,-1.97
ETERNAL,315.0,-0.4,-1.72
CIPLA,1463.8,-0.9,-1.59
JSWSTEEL,1299.5,-0.65,-1.49
LT,4056.0,-0.14,-1.36
MARUTI,14037.0,-0.31,-1.33
SUNPHARMA,1945.0,-0.31,-1.17
TATACONSUM,1082.3,-0.71,-1.1
HDFCLIFE,540.0,-0.46,-0.8
SBILIFE,1855.5,-0.32,-0.59
APOLLOHOSP,8945.0,-0.33,-0.51
MAXHEALTH,1070.0,-0.22,-0.37
ADANIENT,3020.0,-0.2,-0.27
ADANIPORTS,1693.5,-0.09,-0.21
COALINDIA,415.25,-0.08,-0.14
