symbol,ltp,changepct,contribution
RELIANCE,1375.0,1.14,24.4
M&M,3561.3,2.24,13.08
BHARTIARTL,1895.3,0.79,8.87
HDFCBANK,963.4,0.22,7.24
MARUTI,14895.0,1.56,5.64
EICHERMOT,6580.5,2.36,4.09
AXISBANK,1055.9,0.52,3.96
POWERGRID,285.35,1.24,3.9
ETERNAL,329.15,0.88,3.2
SUNPHARMA,1593.6,0.71,3.14
SHRIRAMFIN,592.5,1.13,2.18
DRREDDY,1268.1,1.19,1.94
TATAMOTORS,691.7,0.61,1.84
BAJFINANCE,937.6,0.3,1.52
BAJAJFINSV,2014.4,0.61,1.45
SBILIFE,1805.3,0.79,1.41
TATASTEEL,167.68,0.52,1.35
HINDALCO,743.8,0.64,1.3
HDFCLIFE,759.55,0.7,1.25
ASIANPAINT,2579.9,0.44,1.09
COALINDIA,392.65,0.31,0.61
INDUSINDBK,757.05,0.29,0.36
BAJAJ-AUTO,9084.5,0.15,0.3
HEROMOTOCO,5363.0,0.22,0.24
TATACONSUM,1072.4,0.12,0.2
ADANIENT,2281.4,0.11,0.15
JSWSTEEL,1073.1,0.07,0.15
