symbol,ltp,changepct,contribution
ULTRACEMCO,12222.0,1.5,4.54
BAJFINANCE,998.9,0.8,4.04
JSWSTEEL,1142.7,1.83,4.01
HEROMOTOCO,5472.5,3.24,3.59
TATAMOTORS,680.2,1.14,3.42
HINDUNILVR,2514.4,0.66,3.07
ADANIPORTS,1403.5,1.47,2.97
BEL,403.95,1.0,2.51
HDFCBANK,951.0,0.07,2.29
HINDALCO,761.95,1.08,2.18
INDUSINDBK,735.55,1.68,2.07
CIPLA,1503.3,1.03,2.0
M&M,3427.0,0.26,1.51
SUNPHARMA,1594.3,0.31,1.37
SBIN,872.45,0.2,1.35
SHRIRAMFIN,616.1,0.7,1.34
MARUTI,16029.0,0.28,1.01
TATACONSUM,1129.3,0.55,0.93
GRASIM,2756.9,0.36,0.84
COALINDIA,389.95,0.42,0.83
ASIANPAINT,2350.0,0.32,0.79
ETERNAL,325.5,0.2,0.72
EICHERMOT,7005.5,0.29,0.5
KOTAKBANK,1992.7,0.06,0.44
SBILIFE,1790.6,0.11,0.19
NESTLEIND,1152.9,0.03,0.06
INFY,1441.8,0.0,0.0
