symbol,ltp,changepct,contribution
HDFCBANK,976.9,1.08,36.52
INFY,1540.6,1.2,14.98
ETERNAL,337.85,2.92,10.91
SUNPHARMA,1648.6,1.75,7.96
ITC,411.55,0.55,5.03
AXISBANK,1133.0,0.62,4.85
ICICIBANK,1421.7,0.18,4.19
HDFCLIFE,784.6,2.15,3.94
HINDUNILVR,2586.8,0.67,3.22
HCLTECH,1493.8,0.83,3.19
CIPLA,1578.2,1.19,2.39
POWERGRID,289.1,0.68,2.2
JSWSTEEL,1121.1,0.91,2.06
SBILIFE,1821.8,0.99,1.81
RELIANCE,1415.0,0.08,1.76
WIPRO,256.93,1.09,1.72
KOTAKBANK,2054.6,0.21,1.57
M&M,3642.2,0.25,1.5
BAJAJFINSV,2069.2,0.59,1.44
DRREDDY,1322.7,0.86,1.44
SHRIRAMFIN,626.9,0.59,1.17
GRASIM,2878.8,0.47,1.14
TATASTEEL,172.03,0.39,1.04
ADANIPORTS,1412.8,0.48,1.0
TCS,3176.7,0.12,0.98
JIOFIN,317.35,0.47,0.92
EICHERMOT,6924.5,0.49,0.87
NESTLEIND,1209.1,0.4,0.79
NTPC,336.95,0.16,0.62
TECHM,1550.7,0.23,0.51
HEROMOTOCO,5370.0,0.37,0.42
MARUTI,15817.0,0.1,0.37
LT,3686.0,0.01,0.09
HINDALCO,750.15,0.01,0.02
ADANIENT,2402.0,0.0,0.0
BHARTIARTL,1941.1,-0.01,-0.12
BAJAJ-AUTO,9075.0,-0.1,-0.21
INDUSINDBK,735.45,-0.49,-0.62
APOLLOHOSP,7850.5,-0.48,-0.78
TITAN,3511.3,-0.33,-1.07
TATACONSUM,1129.3,-0.62,-1.09
ONGC,235.59,-0.54,-1.18
BEL,409.9,-0.56,-1.45
ASIANPAINT,2478.7,-0.6,-1.53
SBIN,854.35,-0.33,-2.31
ULTRACEMCO,12626.0,-0.75,-2.35
TRENT,5144.0,-1.03,-2.72
COALINDIA,393.15,-1.65,-3.36
TATAMOTORS,711.2,-1.11,-3.44
BAJFINANCE,996.5,-1.09,-5.68
