symbol,ltp,changepct,contribution
HDFCBANK,816.1,5.71,174.02
ICICIBANK,1309.2,5.11,102.15
LT,4005.9,7.59,72.13
RELIANCE,1347.8,3.31,68.47
AXISBANK,1333.0,6.63,47.09
M&M,3210.1,6.77,44.84
BAJFINANCE,915.05,7.01,37.85
KOTAKBANK,380.15,4.74,29.23
MARUTI,13602.0,6.28,26.22
SBIN,1061.45,3.01,24.05
SHRIRAMFIN,1023.2,9.94,22.9
INDIGO,4615.5,8.12,21.24
ETERNAL,243.62,5.02,21.08
TITAN,4492.5,6.19,19.76
BHARTIARTL,1861.6,1.71,19.7
ULTRACEMCO,11603.0,6.1,17.42
EICHERMOT,7131.0,7.96,15.09
TMPV,334.75,8.44,14.18
BAJAJFINSV,1784.6,5.95,14.14
ADANIPORTS,1453.3,5.24,11.69
ASIANPAINT,2282.4,4.4,11.61
ADANIENT,2043.8,8.59,11.34
GRASIM,2756.2,5.16,11.02
ITC,302.45,1.34,10.58
JIOFIN,246.86,4.9,10.11
TATASTEEL,204.18,3.05,9.0
JSWSTEEL,1194.3,3.68,8.21
HINDUNILVR,2145.6,1.66,7.17
BAJAJ-AUTO,9366.0,3.5,6.97
SBILIFE,1907.6,3.6,6.48
INFY,1346.2,0.51,5.73
TCS,2559.2,0.76,4.87
HDFCLIFE,598.3,2.85,4.86
HCLTECH,1461.0,1.35,4.63
NTPC,374.15,1.44,4.53
TRENT,3905.0,2.14,4.16
BEL,433.1,1.24,3.78
CIPLA,1215.9,1.12,1.94
MAXHEALTH,941.15,0.94,1.56
APOLLOHOSP,7401.5,1.02,1.54
TATACONSUM,1068.5,0.61,0.92
POWERGRID,294.85,-0.19,-0.47
DRREDDY,1191.4,-0.39,-0.59
HINDALCO,951.8,-0.28,-0.67
SUNPHARMA,1714.6,-0.2,-0.74
ONGC,285.5,-0.4,-0.79
WIPRO,203.42,-0.64,-0.91
NESTLEIND,1213.7,-0.74,-1.37
TECHM,1451.4,-1.49,-2.79
COALINDIA,449.25,-2.97,-5.2
