symbol,ltp,changepct,contribution
ETERNAL,287.7,-4.01,-18.03
ITC,329.2,-1.69,-14.29
ICICIBANK,1410.8,-0.54,-11.56
MARUTI,15859.0,-1.85,-8.27
SUNPHARMA,1668.9,-1.91,-7.56
JIOFIN,278.8,-2.94,-6.5
ASIANPAINT,2756.9,-2.07,-5.85
BEL,410.25,-1.79,-5.84
HINDALCO,934.65,-2.21,-5.62
CIPLA,1397.5,-2.65,-4.9
KOTAKBANK,418.2,-0.67,-4.42
BHARTIARTL,2016.4,-0.3,-3.7
AXISBANK,1294.2,-0.36,-2.74
NTPC,346.35,-0.79,-2.66
HDFCLIFE,732.55,-1.45,-2.65
LT,3856.4,-0.24,-2.44
BAJAJ-AUTO,9489.0,-0.95,-2.03
TITAN,4196.9,-0.59,-2.02
TATASTEEL,188.21,-0.55,-1.74
TRENT,3899.7,-0.83,-1.73
DRREDDY,1175.5,-0.94,-1.52
ADANIPORTS,1421.9,-0.57,-1.36
RELIANCE,1457.9,-0.06,-1.33
EICHERMOT,7315.0,-0.59,-1.2
POWERGRID,257.3,-0.41,-1.09
ONGC,247.17,-0.43,-0.91
APOLLOHOSP,7235.5,-0.51,-0.83
COALINDIA,431.0,-0.28,-0.53
