symbol,ltp,changepct,contribution
RELIANCE,1350.5,-1.38,-27.02
ETERNAL,231.72,-2.07,-8.23
SUNPHARMA,1693.6,-2.06,-7.21
ASIANPAINT,2169.0,-2.62,-6.55
EICHERMOT,6649.5,-2.65,-4.75
NTPC,359.65,-1.39,-4.14
M&M,3011.7,-0.66,-4.14
BAJAJ-AUTO,8758.5,-1.56,-2.94
ULTRACEMCO,10620.0,-0.89,-2.41
MAXHEALTH,944.6,-1.51,-2.37
POWERGRID,289.95,-0.98,-2.29
GRASIM,2564.1,-1.12,-2.26
SHRIRAMFIN,891.6,-1.0,-2.18
JIOFIN,229.48,-1.07,-2.09
HDFCLIFE,566.1,-1.21,-1.95
SBILIFE,1774.0,-0.93,-1.58
ADANIPORTS,1377.6,-0.57,-1.2
BAJAJFINSV,1640.7,-0.38,-0.85
TATASTEEL,194.14,-0.24,-0.67
ONGC,287.2,-0.3,-0.56
ADANIENT,1834.2,-0.45,-0.56
CIPLA,1192.4,-0.29,-0.47
COALINDIA,449.35,-0.01,-0.02
