symbol,ltp,changepct,contribution
ICICIBANK,1292.0,-1.68,-33.58
HDFCBANK,782.55,-0.92,-28.04
AXISBANK,1289.0,-2.66,-18.89
INFY,1152.1,-1.56,-17.52
SBIN,1091.3,-1.85,-14.78
MARUTI,12892.0,-2.5,-10.44
HCLTECH,1196.0,-2.62,-8.99
HINDUNILVR,2289.5,-1.67,-7.21
INDIGO,4442.4,-2.6,-6.8
SHRIRAMFIN,953.25,-2.2,-5.07
ULTRACEMCO,11817.0,-1.61,-4.6
ETERNAL,253.07,-0.95,-3.99
LT,4037.7,-0.39,-3.71
BAJAJ-AUTO,9495.5,-1.72,-3.43
M&M,3088.1,-0.46,-3.05
EICHERMOT,7071.5,-1.43,-2.71
NTPC,406.85,-0.82,-2.58
ASIANPAINT,2462.6,-0.91,-2.4
WIPRO,201.58,-1.69,-2.39
JIOFIN,250.81,-1.12,-2.31
HDFCLIFE,590.15,-1.2,-2.04
TITAN,4417.0,-0.56,-1.79
TMPV,350.8,-1.0,-1.68
TATACONSUM,1147.7,-1.1,-1.66
POWERGRID,319.0,-0.59,-1.46
CIPLA,1306.5,-0.81,-1.4
APOLLOHOSP,7753.0,-0.92,-1.39
MAXHEALTH,1004.75,-0.51,-0.84
TCS,2444.7,-0.12,-0.77
SBILIFE,1808.3,-0.39,-0.7
TRENT,4253.9,-0.16,-0.31
JSWSTEEL,1281.6,-0.09,-0.2
