symbol,ltp,changepct,contribution
RELIANCE,1388.9,1.69,34.96
BHARTIARTL,1843.8,1.3,14.97
ONGC,301.3,5.39,10.61
COALINDIA,467.0,3.2,5.61
ADANIENT,2412.4,3.9,5.15
NESTLEIND,1440.0,1.6,2.96
SUNPHARMA,1747.3,0.8,2.96
HINDALCO,1074.3,1.18,2.8
TATASTEEL,215.05,0.83,2.45
DRREDDY,1354.6,1.51,2.28
KOTAKBANK,377.95,0.31,1.91
TECHM,1408.1,0.86,1.61
ITC,304.45,0.2,1.58
ADANIPORTS,1637.6,0.56,1.25
BAJFINANCE,923.65,0.2,1.08
BAJAJFINSV,1779.0,0.38,0.9
GRASIM,2783.0,0.17,0.36
BEL,435.75,0.03,0.09
JSWSTEEL,1281.6,-0.09,-0.2
TRENT,4253.9,-0.16,-0.31
SBILIFE,1808.3,-0.39,-0.7
TCS,2444.7,-0.12,-0.77
MAXHEALTH,1004.75,-0.51,-0.84
APOLLOHOSP,7753.0,-0.92,-1.39
CIPLA,1306.5,-0.81,-1.4
POWERGRID,319.0,-0.59,-1.46
TATACONSUM,1147.7,-1.1,-1.66
TMPV,350.8,-1.0,-1.68
TITAN,4417.0,-0.56,-1.79
HDFCLIFE,590.15,-1.2,-2.04
JIOFIN,250.81,-1.12,-2.31
WIPRO,201.58,-1.69,-2.39
ASIANPAINT,2462.6,-0.91,-2.4
NTPC,406.85,-0.82,-2.58
EICHERMOT,7071.5,-1.43,-2.71
M&M,3088.1,-0.46,-3.05
BAJAJ-AUTO,9495.5,-1.72,-3.43
LT,4037.7,-0.39,-3.71
ETERNAL,253.07,-0.95,-3.99
ULTRACEMCO,11817.0,-1.61,-4.6
SHRIRAMFIN,953.25,-2.2,-5.07
INDIGO,4442.4,-2.6,-6.8
HINDUNILVR,2289.5,-1.67,-7.21
HCLTECH,1196.0,-2.62,-8.99
MARUTI,12892.0,-2.5,-10.44
SBIN,1091.3,-1.85,-14.78
INFY,1152.1,-1.56,-17.52
AXISBANK,1289.0,-2.66,-18.89
HDFCBANK,782.55,-0.92,-28.04
ICICIBANK,1292.0,-1.68,-33.58
