symbol,ltp,changepct,contribution
INFY,1079.2,3.68,41.33
ETERNAL,295.85,5.66,23.77
BAJFINANCE,1048.3,3.51,18.95
ICICIBANK,1445.7,0.89,17.79
M&M,3238.6,2.44,16.16
INDIGO,5230.0,4.91,12.84
TCS,2295.6,1.83,11.72
MARUTI,13730.0,2.14,8.94
SHRIRAMFIN,1038.2,3.29,7.58
ASIANPAINT,2710.2,2.74,7.23
HCLTECH,1295.9,1.96,6.73
ITC,285.85,0.85,6.71
SUNPHARMA,1973.7,1.68,6.21
HINDUNILVR,2174.6,1.38,5.96
MAXHEALTH,1114.6,3.17,5.25
LT,3806.0,0.54,5.13
BAJAJFINSV,1913.0,1.93,4.58
SBIN,1020.6,0.55,4.39
TITAN,4740.1,1.35,4.31
BHARTIARTL,1905.3,0.37,4.26
EICHERMOT,7769.5,1.86,3.53
RELIANCE,1280.0,0.16,3.31
NTPC,350.8,1.04,3.27
TRENT,2938.3,1.65,3.21
TATACONSUM,1107.4,1.78,2.69
TATASTEEL,184.25,0.86,2.54
TMPV,327.65,1.19,2.0
TECHM,1575.0,0.99,1.85
BEL,407.15,0.53,1.62
GRASIM,3112.4,0.74,1.58
JIOFIN,236.17,0.62,1.28
WIPRO,178.53,0.8,1.13
BAJAJ-AUTO,11183.5,0.48,0.96
ULTRACEMCO,11881.0,0.3,0.86
SBILIFE,1866.8,0.44,0.79
JSWSTEEL,1244.6,0.31,0.69
APOLLOHOSP,8843.5,0.43,0.65
HINDALCO,945.25,0.26,0.62
POWERGRID,288.85,0.23,0.57
ADANIENT,3036.6,0.34,0.45
NESTLEIND,1446.1,0.18,0.33
ADANIPORTS,1770.4,0.12,0.27
AXISBANK,1227.5,0.02,0.14
COALINDIA,427.5,0.02,0.04
DRREDDY,1150.8,-0.08,-0.12
CIPLA,1409.4,-0.09,-0.16
KOTAKBANK,384.65,-0.03,-0.19
HDFCLIFE,552.85,-0.4,-0.68
ONGC,238.56,-4.1,-8.07
HDFCBANK,739.55,-0.44,-13.41
