symbol,ltp,changepct,contribution
INFY,1114.6,-2.68,-29.05
LT,3862.0,-1.42,-13.02
HDFCBANK,744.6,-0.3,-8.82
BAJFINANCE,870.55,-1.53,-7.97
ETERNAL,235.2,-1.92,-7.78
HCLTECH,1110.2,-1.93,-6.39
HINDUNILVR,2139.8,-1.37,-5.71
TCS,2135.6,-0.85,-5.26
BEL,402.3,-1.48,-4.35
ADANIPORTS,1787.1,-1.87,-4.03
ITC,282.4,-0.44,-3.35
HINDALCO,1024.3,-1.44,-3.3
TRENT,2710.9,-1.59,-2.98
SHRIRAMFIN,886.25,-1.24,-2.76
BAJAJFINSV,1645.1,-1.15,-2.64
ASIANPAINT,2690.9,-0.89,-2.27
TMPV,375.9,-1.34,-2.17
NESTLEIND,1422.5,-1.1,-1.96
TATASTEEL,197.96,-0.68,-1.94
SBIN,1000.7,-0.25,-1.93
JIOFIN,228.02,-0.93,-1.85
COALINDIA,446.2,-1.06,-1.79
TECHM,1465.1,-0.93,-1.68
TITAN,4025.2,-0.42,-1.29
HDFCLIFE,545.25,-0.78,-1.28
INDIGO,4502.4,-0.5,-1.26
WIPRO,177.37,-0.87,-1.19
EICHERMOT,7179.5,-0.55,-1.01
SBILIFE,1719.1,-0.56,-0.97
ADANIENT,2908.8,-0.76,-0.97
ULTRACEMCO,10830.0,-0.33,-0.91
BAJAJ-AUTO,10114.0,-0.3,-0.58
POWERGRID,286.65,-0.19,-0.45
MAXHEALTH,1009.6,-0.05,-0.08
