symbol,ltp,changepct,contribution
HDFCBANK,833.95,-1.82,-55.17
AXISBANK,1255.8,-4.48,-31.65
RELIANCE,1390.2,-1.32,-27.16
BHARTIARTL,1807.0,-2.35,-26.92
BAJFINANCE,893.65,-4.91,-26.37
ICICIBANK,1294.6,-1.32,-26.24
M&M,3168.2,-3.81,-25.1
INFY,1276.3,-1.49,-16.64
SBIN,1091.1,-1.9,-15.1
KOTAKBANK,383.2,-2.21,-13.56
TCS,2464.9,-1.92,-12.24
MARUTI,13497.0,-2.67,-11.09
BAJAJFINSV,1795.3,-3.88,-9.17
LT,3838.8,-0.96,-9.07
EICHERMOT,7253.5,-3.76,-7.09
SHRIRAMFIN,1031.7,-2.94,-6.74
JSWSTEEL,1178.8,-2.92,-6.48
BEL,454.1,-2.0,-6.06
TITAN,4140.3,-1.89,-6.0
BAJAJ-AUTO,9327.5,-2.94,-5.82
HINDUNILVR,2161.4,-1.31,-5.63
ASIANPAINT,2232.0,-2.12,-5.57
ETERNAL,223.8,-1.24,-5.18
TMPV,335.35,-2.85,-4.76
ULTRACEMCO,11462.0,-1.65,-4.69
TRENT,3627.4,-2.37,-4.58
TATACONSUM,1073.4,-2.37,-3.56
HCLTECH,1350.3,-0.82,-2.8
APOLLOHOSP,7684.0,-1.53,-2.3
SBILIFE,1938.6,-1.28,-2.29
HDFCLIFE,647.9,-1.25,-2.12
ADANIPORTS,1410.8,-0.93,-2.06
INDIGO,4350.7,-0.68,-1.77
MAXHEALTH,1032.2,-1.04,-1.71
ADANIENT,1974.7,-1.09,-1.43
NESTLEIND,1233.7,-0.6,-1.1
GRASIM,2735.6,-0.3,-0.64
CIPLA,1329.5,-0.3,-0.52
TATASTEEL,194.74,-0.13,-0.38
TECHM,1334.4,-0.16,-0.3
ITC,309.0,-0.02,-0.16
