symbol,ltp,changepct,contribution
ICICIBANK,1413.1,0.63,13.53
SBIN,1015.15,1.46,12.54
RELIANCE,1483.2,0.54,12.0
BHARTIARTL,2044.0,0.83,10.27
TATASTEEL,183.24,2.71,8.6
ASIANPAINT,2896.4,2.51,7.12
TCS,3239.6,0.99,6.82
HINDUNILVR,2406.2,1.42,6.59
COALINDIA,432.3,3.33,6.27
HINDALCO,920.15,2.13,5.44
JSWSTEEL,1182.7,2.06,4.94
TRENT,4056.4,2.1,4.39
ULTRACEMCO,12098.0,1.35,4.14
ITC,338.4,0.37,3.14
SBILIFE,2098.0,1.35,2.61
GRASIM,2806.7,1.07,2.46
TITAN,4231.6,0.71,2.44
TATACONSUM,1192.3,1.39,2.26
MARUTI,16582.0,0.49,2.2
KOTAKBANK,2133.3,0.31,2.05
NESTLEIND,1312.4,1.02,2.03
ONGC,235.71,0.69,1.46
NTPC,337.45,0.43,1.45
ETERNAL,285.25,0.32,1.44
SUNPHARMA,1736.0,0.35,1.39
HCLTECH,1667.6,0.37,1.36
AXISBANK,1274.2,0.17,1.3
ADANIPORTS,1443.5,0.53,1.27
ADANIENT,2171.6,0.83,1.18
HDFCLIFE,754.65,0.63,1.15
M&M,3682.0,0.13,0.93
BAJAJFINSV,1998.9,0.33,0.84
JIOFIN,288.25,0.35,0.78
DRREDDY,1215.5,0.45,0.73
WIPRO,263.1,0.44,0.67
POWERGRID,258.55,0.21,0.56
TECHM,1586.1,0.25,0.5
INDIGO,4850.0,0.12,0.34
APOLLOHOSP,7268.5,0.17,0.28
