symbol,ltp,changepct,contribution
INFY,1267.1,2.77,30.82
M&M,3214.6,2.74,17.98
BHARTIARTL,1855.4,1.55,17.69
LT,3607.9,1.84,17.33
RELIANCE,1408.1,0.75,15.37
AXISBANK,1253.2,2.04,14.36
ETERNAL,242.54,3.37,14.02
TCS,2440.8,2.05,13.01
HCLTECH,1357.2,2.73,9.28
JIOFIN,248.2,4.46,9.12
BAJFINANCE,880.1,1.32,7.06
TECHM,1385.2,3.23,5.99
ADANIPORTS,1401.9,2.67,5.9
INDIGO,4360.6,1.7,4.41
TITAN,4145.5,1.34,4.24
SHRIRAMFIN,1021.6,1.69,3.86
SBIN,1069.8,0.48,3.8
BAJAJ-AUTO,9271.0,1.77,3.49
ULTRACEMCO,11247.0,1.18,3.34
EICHERMOT,7027.5,1.7,3.19
GRASIM,2723.1,1.48,3.13
TMPV,324.75,1.74,2.9
ASIANPAINT,2262.1,1.07,2.8
SBILIFE,1962.5,1.57,2.8
JSWSTEEL,1180.3,1.12,2.48
MARUTI,13048.0,0.59,2.44
BAJAJFINSV,1791.8,0.96,2.26
BEL,442.6,0.74,2.23
WIPRO,194.3,1.56,2.19
ADANIENT,2007.2,1.61,2.11
KOTAKBANK,375.4,0.32,1.96
DRREDDY,1294.8,0.86,1.29
ICICIBANK,1289.3,0.05,0.99
POWERGRID,299.4,0.3,0.73
MAXHEALTH,979.8,0.35,0.57
TRENT,3640.9,0.18,0.35
HDFCLIFE,643.35,0.16,0.27
ONGC,265.0,0.09,0.18
TATASTEEL,195.41,-0.01,-0.03
NESTLEIND,1204.8,-0.17,-0.31
TATACONSUM,1075.1,-0.27,-0.4
APOLLOHOSP,7471.0,-0.39,-0.58
HINDALCO,933.05,-0.38,-0.89
CIPLA,1268.5,-1.05,-1.8
ITC,304.05,-0.26,-2.03
COALINDIA,455.2,-1.53,-2.66
SUNPHARMA,1778.3,-0.9,-3.3
NTPC,378.5,-1.27,-3.96
HINDUNILVR,2135.3,-1.06,-4.54
HDFCBANK,843.05,-0.27,-8.15
