symbol,ltp,changepct,contribution
BHARTIARTL,1813.3,0.84,9.32
MAXHEALTH,1007.45,3.09,4.93
POWERGRID,290.3,1.63,3.88
BEL,412.95,1.16,3.41
SBIN,981.95,0.43,3.31
TECHM,1503.4,1.34,2.42
NESTLEIND,1398.9,0.92,1.64
SUNPHARMA,1788.8,0.37,1.32
APOLLOHOSP,8358.5,0.65,0.95
NTPC,362.4,0.21,0.64
ONGC,264.65,-0.04,-0.08
DRREDDY,1275.6,-0.2,-0.29
EICHERMOT,7050.0,-0.28,-0.51
KOTAKBANK,377.1,-0.09,-0.53
HCLTECH,1151.3,-0.29,-0.96
CIPLA,1387.9,-0.96,-1.6
SBILIFE,1764.4,-1.03,-1.79
BAJAJ-AUTO,10231.0,-1.07,-2.05
HINDUNILVR,2110.1,-0.54,-2.25
ADANIPORTS,1805.0,-1.05,-2.26
AXISBANK,1268.1,-0.33,-2.26
GRASIM,3050.1,-1.22,-2.51
ASIANPAINT,2659.2,-1.02,-2.59
COALINDIA,464.9,-1.57,-2.65
ULTRACEMCO,10795.0,-1.07,-2.94
HDFCLIFE,564.55,-1.87,-3.07
TATACONSUM,1107.0,-2.11,-3.07
ADANIENT,2970.0,-2.57,-3.27
TRENT,2724.1,-1.81,-3.39
ITC,279.45,-0.45,-3.42
TMPV,389.0,-2.21,-3.58
BAJAJFINSV,1674.6,-1.68,-3.85
JSWSTEEL,1260.7,-1.81,-3.89
MARUTI,12912.0,-1.06,-4.26
TITAN,4192.4,-1.59,-4.89
TATASTEEL,202.72,-1.96,-5.57
HINDALCO,1062.4,-2.76,-6.32
SHRIRAMFIN,896.65,-2.89,-6.42
JIOFIN,228.86,-3.39,-6.74
INDIGO,4359.7,-2.71,-6.83
INFY,1187.6,-0.83,-8.98
BAJFINANCE,871.1,-2.06,-10.72
WIPRO,181.76,-8.37,-11.42
ETERNAL,248.3,-3.2,-12.95
TCS,2151.4,-2.16,-13.34
M&M,2966.0,-2.45,-15.64
LT,3875.5,-1.97,-18.04
ICICIBANK,1250.2,-0.94,-18.11
HDFCBANK,738.65,-1.12,-32.89
RELIANCE,1263.3,-2.15,-42.85
