symbol,ltp,changepct,contribution
INFY,1142.5,2.1,23.24
BHARTIARTL,1938.1,1.72,19.53
ICICIBANK,1251.1,0.53,10.44
TECHM,1430.0,4.34,8.01
KOTAKBANK,391.8,1.23,7.48
BAJFINANCE,921.1,1.17,6.23
TCS,2283.2,0.85,5.37
SUNPHARMA,1905.8,1.47,5.35
HDFCBANK,768.65,0.15,4.51
HCLTECH,1146.6,1.24,4.19
BAJAJFINSV,1753.1,1.45,3.39
JSWSTEEL,1292.8,1.09,2.4
LT,3917.8,0.23,2.15
BEL,426.6,0.7,2.1
ULTRACEMCO,11561.0,0.64,1.8
ITC,310.15,0.23,1.79
WIPRO,192.17,1.14,1.59
MAXHEALTH,1058.55,0.8,1.31
ASIANPAINT,2614.0,0.32,0.83
GRASIM,2943.8,0.34,0.72
ETERNAL,241.4,0.09,0.37
NESTLEIND,1431.7,0.08,0.15
TITAN,4169.7,0.01,0.03
COALINDIA,462.1,-0.02,-0.03
TATACONSUM,1231.0,-0.24,-0.36
JIOFIN,232.63,-0.18,-0.37
SBILIFE,1860.4,-0.22,-0.39
DRREDDY,1331.2,-0.41,-0.61
CIPLA,1426.2,-0.41,-0.7
RELIANCE,1335.9,-0.04,-0.82
ADANIPORTS,1787.7,-0.41,-0.9
SHRIRAMFIN,933.7,-0.45,-1.02
HDFCLIFE,604.95,-0.62,-1.04
APOLLOHOSP,8020.5,-0.77,-1.15
ADANIENT,2689.8,-0.96,-1.25
ONGC,297.2,-0.72,-1.4
TMPV,353.15,-0.95,-1.57
INDIGO,4275.7,-0.91,-2.35
EICHERMOT,6913.0,-1.45,-2.71
HINDALCO,1053.1,-1.35,-3.16
TRENT,4032.3,-1.68,-3.22
HINDUNILVR,2254.2,-0.79,-3.36
BAJAJ-AUTO,10198.5,-1.72,-3.38
AXISBANK,1237.9,-0.55,-3.85
NTPC,388.3,-1.76,-5.45
MARUTI,13016.0,-1.55,-6.38
POWERGRID,296.55,-3.04,-7.41
M&M,3083.7,-1.26,-8.22
TATASTEEL,209.71,-3.29,-9.57
SBIN,939.4,-2.47,-19.45
