symbol,ltp,changepct,contribution
TCS,2398.0,4.46,28.56
INFY,1105.7,2.46,27.61
ETERNAL,308.35,4.23,17.76
TITAN,4849.7,2.31,7.37
TECHM,1635.2,3.82,7.15
M&M,3271.2,1.01,6.69
LT,3832.0,0.68,6.46
HCLTECH,1318.6,1.75,6.0
NESTLEIND,1491.8,3.16,5.84
CIPLA,1444.6,2.5,4.32
BAJAJ-AUTO,11374.0,1.7,3.38
ASIANPAINT,2736.2,0.96,2.53
MARUTI,13802.0,0.52,2.17
SBILIFE,1889.1,1.19,2.14
WIPRO,181.12,1.45,2.05
INDIGO,5270.5,0.77,2.01
BAJAJFINSV,1927.9,0.78,1.85
HDFCLIFE,558.75,1.07,1.82
ULTRACEMCO,11956.0,0.63,1.8
EICHERMOT,7836.0,0.86,1.63
KOTAKBANK,385.3,0.17,1.05
APOLLOHOSP,8903.0,0.67,1.01
JIOFIN,237.08,0.39,0.8
SHRIRAMFIN,1040.9,0.26,0.6
SUNPHARMA,1976.7,0.15,0.55
ADANIPORTS,1774.7,0.24,0.54
JSWSTEEL,1246.9,0.18,0.4
ONGC,238.91,0.15,0.3
GRASIM,3116.2,0.12,0.26
BAJFINANCE,1048.4,0.01,0.05
