symbol,ltp,changepct,contribution
INFY,1041.2,-1.48,-16.66
BHARTIARTL,1850.7,-1.44,-16.63
POWERGRID,283.9,-2.47,-6.12
BAJFINANCE,980.4,-1.08,-5.85
ONGC,233.1,-2.96,-5.84
HINDALCO,953.2,-2.45,-5.83
BEL,407.2,-1.56,-4.77
NTPC,352.05,-1.42,-4.47
TCS,2094.7,-0.68,-4.37
HCLTECH,1100.7,-1.2,-4.13
AXISBANK,1377.2,-0.53,-3.77
TECHM,1437.1,-1.7,-3.19
COALINDIA,435.4,-1.46,-2.56
TITAN,4291.3,-0.76,-2.43
SBILIFE,1744.9,-1.31,-2.36
SUNPHARMA,1862.8,-0.62,-2.3
TATASTEEL,188.71,-0.77,-2.28
ASIANPAINT,2645.2,-0.84,-2.22
ADANIPORTS,1796.0,-0.96,-2.15
BAJAJFINSV,1764.6,-0.9,-2.14
ETERNAL,255.15,-0.47,-1.98
TRENT,3216.2,-0.96,-1.87
HDFCLIFE,585.45,-1.08,-1.84
ADANIENT,3038.0,-1.04,-1.38
ITC,290.0,-0.12,-0.95
GRASIM,3126.6,-0.04,-0.09
JSWSTEEL,1231.0,-0.02,-0.04
