symbol,ltp,changepct,contribution
HDFCBANK,771.7,-0.94,-28.65
ICICIBANK,1263.4,-1.37,-27.39
LT,4014.0,-2.0,-19.01
AXISBANK,1268.3,-2.17,-15.41
SBIN,1068.45,-1.7,-13.59
HINDUNILVR,2250.9,-2.74,-11.84
ETERNAL,247.03,-2.76,-11.59
M&M,3097.5,-1.74,-11.52
HINDALCO,1038.0,-2.74,-6.51
TATASTEEL,211.36,-2.09,-6.17
ULTRACEMCO,11586.0,-2.09,-5.97
TMPV,341.55,-3.16,-5.31
SHRIRAMFIN,937.35,-2.04,-4.7
BEL,431.3,-1.43,-4.36
TITAN,4385.2,-1.23,-3.93
TRENT,4144.6,-1.98,-3.85
JIOFIN,246.37,-1.73,-3.57
ITC,314.9,-0.43,-3.39
TATACONSUM,1144.6,-2.0,-3.02
INDIGO,4295.3,-1.15,-3.01
JSWSTEEL,1264.5,-1.19,-2.66
BAJAJFINSV,1747.2,-0.96,-2.28
MAXHEALTH,993.05,-1.35,-2.24
HDFCLIFE,586.9,-1.26,-2.15
EICHERMOT,7109.0,-1.12,-2.12
NTPC,399.15,-0.54,-1.7
POWERGRID,318.35,-0.62,-1.53
APOLLOHOSP,7636.5,-0.94,-1.42
ONGC,299.55,-0.61,-1.2
CIPLA,1309.6,-0.61,-1.05
ADANIENT,2408.4,-0.72,-0.95
NESTLEIND,1458.6,-0.48,-0.89
BHARTIARTL,1886.8,-0.07,-0.81
DRREDDY,1322.9,-0.52,-0.79
GRASIM,2794.5,-0.31,-0.66
ADANIPORTS,1657.3,-0.23,-0.51
HCLTECH,1199.1,-0.09,-0.31
ASIANPAINT,2444.5,-0.11,-0.29
TCS,2473.9,-0.03,-0.19
WIPRO,200.65,-0.01,-0.01
