symbol,ltp,changepct,contribution
INFY,1181.8,1.22,13.7
BAJAJ-AUTO,9994.0,4.72,9.4
RELIANCE,1430.8,0.38,7.86
SUNPHARMA,1808.3,1.66,6.13
BAJFINANCE,937.0,0.75,4.05
KOTAKBANK,383.3,0.34,2.1
MARUTI,13314.0,0.43,1.8
TECHM,1473.5,0.94,1.76
COALINDIA,481.45,0.32,0.56
SBILIFE,1819.0,0.15,0.27
WIPRO,200.65,-0.01,-0.01
TCS,2473.9,-0.03,-0.19
ASIANPAINT,2444.5,-0.11,-0.29
HCLTECH,1199.1,-0.09,-0.31
ADANIPORTS,1657.3,-0.23,-0.51
GRASIM,2794.5,-0.31,-0.66
DRREDDY,1322.9,-0.52,-0.79
BHARTIARTL,1886.8,-0.07,-0.81
NESTLEIND,1458.6,-0.48,-0.89
ADANIENT,2408.4,-0.72,-0.95
CIPLA,1309.6,-0.61,-1.05
ONGC,299.55,-0.61,-1.2
APOLLOHOSP,7636.5,-0.94,-1.42
POWERGRID,318.35,-0.62,-1.53
NTPC,399.15,-0.54,-1.7
EICHERMOT,7109.0,-1.12,-2.12
HDFCLIFE,586.9,-1.26,-2.15
MAXHEALTH,993.05,-1.35,-2.24
BAJAJFINSV,1747.2,-0.96,-2.28
JSWSTEEL,1264.5,-1.19,-2.66
INDIGO,4295.3,-1.15,-3.01
TATACONSUM,1144.6,-2.0,-3.02
ITC,314.9,-0.43,-3.39
JIOFIN,246.37,-1.73,-3.57
TRENT,4144.6,-1.98,-3.85
TITAN,4385.2,-1.23,-3.93
BEL,431.3,-1.43,-4.36
SHRIRAMFIN,937.35,-2.04,-4.7
TMPV,341.55,-3.16,-5.31
ULTRACEMCO,11586.0,-2.09,-5.97
TATASTEEL,211.36,-2.09,-6.17
HINDALCO,1038.0,-2.74,-6.51
M&M,3097.5,-1.74,-11.52
ETERNAL,247.03,-2.76,-11.59
HINDUNILVR,2250.9,-2.74,-11.84
SBIN,1068.45,-1.7,-13.59
AXISBANK,1268.3,-2.17,-15.41
LT,4014.0,-2.0,-19.01
ICICIBANK,1263.4,-1.37,-27.39
HDFCBANK,771.7,-0.94,-28.65
