symbol,ltp,changepct,contribution
BHARTIARTL,1913.0,1.14,12.94
AXISBANK,1087.4,1.62,12.48
RELIANCE,1383.3,0.46,9.95
HDFCBANK,967.8,0.2,6.65
NTPC,331.05,1.66,6.35
SHRIRAMFIN,620.05,2.52,4.92
SBIN,823.65,0.67,4.61
SUNPHARMA,1609.7,1.02,4.57
ITC,415.05,0.48,4.32
POWERGRID,286.8,1.36,4.32
ETERNAL,328.1,1.14,4.19
TCS,3124.2,0.46,3.68
ADANIENT,2398.8,2.5,3.38
ONGC,233.76,0.87,1.87
ASIANPAINT,2555.9,0.5,1.25
BAJFINANCE,970.25,0.24,1.23
GRASIM,2799.0,0.47,1.12
HCLTECH,1467.7,0.26,0.98
COALINDIA,393.35,0.37,0.74
TATACONSUM,1105.3,0.39,0.67
ADANIPORTS,1393.1,0.29,0.59
NESTLEIND,1220.8,0.27,0.53
JIOFIN,310.7,0.21,0.4
