symbol,ltp,changepct,contribution
INFY,1509.7,-1.49,-18.29
HINDUNILVR,2622.0,-0.81,-3.83
ICICIBANK,1401.6,-0.16,-3.66
TITAN,3584.2,-1.01,-3.21
BAJAJ-AUTO,9113.5,-1.41,-2.86
LT,3539.7,-0.29,-2.58
ULTRACEMCO,12392.0,-0.69,-2.12
EICHERMOT,6758.0,-1.15,-2.01
SBILIFE,1814.2,-1.06,-1.91
BEL,385.15,-0.75,-1.91
M&M,3595.7,-0.24,-1.42
TATAMOTORS,705.85,-0.46,-1.4
WIPRO,253.91,-0.72,-1.12
TRENT,5171.0,-0.42,-1.09
HEROMOTOCO,5302.0,-0.91,-1.02
APOLLOHOSP,7879.5,-0.62,-0.99
HDFCLIFE,774.25,-0.43,-0.77
TECHM,1521.2,-0.31,-0.67
JSWSTEEL,1099.0,-0.2,-0.45
INDUSINDBK,748.6,-0.35,-0.44
CIPLA,1560.8,-0.19,-0.38
KOTAKBANK,1972.3,-0.05,-0.37
MARUTI,15095.0,-0.09,-0.33
HINDALCO,742.65,-0.07,-0.14
DRREDDY,1303.1,-0.08,-0.13
BAJAJFINSV,2037.8,-0.02,-0.05
TATASTEEL,169.41,-0.01,-0.03
